FECHA;INDICATIVO;TEMP_MEDIA_MAX
01-12-2018;1387E;15.5
01-01-2018;1428;11.0
01-02-2018;1428;10.5
01-03-2018;1428;10.7
01-04-2018;1428;16.0
01-05-2018;1428;19.6
01-06-2018;1428;21.5
01-07-2018;1428;23.7
01-08-2018;1428;26.9
01-09-2018;1428;26.4
01-10-2018;1428;19.0
01-11-2018;1428;13.2
01-12-2018;1428;13.0
01-01-2018;8175;12.3
01-02-2018;8175;10.7
01-03-2018;8175;13.8
01-04-2018;8175;18.7
01-05-2018;8175;23.1
01-06-2018;8175;27.9
01-07-2018;8175;34.2
01-08-2018;8175;33.7
01-09-2018;8175;28.5
01-10-2018;8175;20.9
01-11-2018;8175;14.5
01-12-2018;8175;13.0
01-01-2018;8178D;13.0
01-02-2018;8178D;11.3
01-03-2018;8178D;14.0
01-04-2018;8178D;18.8
01-05-2018;8178D;23.2
01-06-2018;8178D;28.5
01-07-2018;8178D;34.4
01-08-2018;8178D;34.3
01-09-2018;8178D;29.2
01-10-2018;8178D;21.6
01-11-2018;8178D;14.8
01-12-2018;8178D;14.1
01-01-2018;8025;18.3
01-02-2018;8025;15.9
01-03-2018;8025;19.5
01-04-2018;8025;21.9
01-05-2018;8025;23.8
01-06-2018;8025;28.2
01-07-2018;8025;31.2
01-08-2018;8025;31.7
01-09-2018;8025;29.1
01-10-2018;8025;24.1
01-11-2018;8025;19.8
01-12-2018;8025;19.2
01-01-2018;8019;18.2
01-02-2018;8019;15.8
01-03-2018;8019;19.8
01-04-2018;8019;21.9
01-05-2018;8019;24.3
01-06-2018;8019;28.5
01-07-2018;8019;0
01-08-2018;8019;32.1
01-09-2018;8019;29.6
01-10-2018;8019;24.2
01-11-2018;8019;0
01-12-2018;8019;0
01-01-2018;6325O;17.2
01-02-2018;6325O;16.8
01-03-2018;6325O;18.3
01-04-2018;6325O;22.0
01-05-2018;6325O;23.6
01-06-2018;6325O;27.2
01-07-2018;6325O;28.1
01-08-2018;6325O;33.1
01-09-2018;6325O;0
01-10-2018;6325O;24.4
01-11-2018;6325O;19.9
01-12-2018;6325O;18.8
01-01-2018;9091O;10.2
01-02-2018;9091O;7.5
01-03-2018;9091O;12.5
01-04-2018;9091O;17.3
01-05-2018;9091O;18.5
01-06-2018;9091O;23.6
01-07-2018;9091O;27.1
01-08-2018;9091O;27.5
01-09-2018;9091O;26.9
01-10-2018;9091O;18.3
01-11-2018;9091O;13.8
01-12-2018;9091O;12.2
01-01-2018;1212E;14.3
01-02-2018;1212E;10.9
01-03-2018;1212E;0
01-04-2018;1212E;16.7
01-05-2018;1212E;0
01-06-2018;1212E;20.2
01-07-2018;1212E;0
01-08-2018;1212E;24.2
01-09-2018;1212E;22.8
01-10-2018;1212E;18.8
01-11-2018;1212E;16.3
01-12-2018;1212E;15.8
01-01-2018;1208H;15.2
01-02-2018;1208H;11.8
01-03-2018;1208H;15.2
01-04-2018;1208H;16.3
01-05-2018;1208H;17.7
01-06-2018;1208H;20.4
01-07-2018;1208H;23.4
01-08-2018;1208H;24.0
01-09-2018;1208H;22.4
01-10-2018;1208H;18.7
01-11-2018;1208H;16.7
01-12-2018;1208H;16.4
01-01-2018;1249I;12.9
01-02-2018;1249I;9.3
01-03-2018;1249I;14.0
01-04-2018;1249I;17.0
01-05-2018;1249I;17.7
01-06-2018;1249I;20.9
01-07-2018;1249I;22.5
01-08-2018;1249I;24.4
01-09-2018;1249I;23.2
01-10-2018;1249I;17.9
01-11-2018;1249I;14.5
01-12-2018;1249I;14.3
01-01-2018;2444;8.4
01-02-2018;2444;6.2
01-03-2018;2444;9.4
01-04-2018;2444;14.7
01-05-2018;2444;18.2
01-06-2018;2444;23.6
01-07-2018;2444;28.3
01-08-2018;2444;30.3
01-09-2018;2444;26.5
01-10-2018;2444;17.1
01-11-2018;2444;11.2
01-12-2018;2444;12.8
01-01-2018;4452;14.3
01-02-2018;4452;16.0
01-03-2018;4452;16.8
01-04-2018;4452;20.9
01-05-2018;4452;25.1
01-06-2018;4452;30.0
01-07-2018;4452;32.5
01-08-2018;4452;37.4
01-09-2018;4452;34.0
01-10-2018;4452;24.4
01-11-2018;4452;17.4
01-12-2018;4452;14.5
01-01-2018;B954;16.7
01-02-2018;B954;13.8
01-03-2018;B954;16.8
01-04-2018;B954;19.4
01-05-2018;B954;21.9
01-06-2018;B954;27.0
01-07-2018;B954;30.4
01-08-2018;B954;31.1
01-09-2018;B954;28.4
01-10-2018;B954;23.6
01-11-2018;B954;18.7
01-12-2018;B954;17.4
01-01-2018;B893;16.4
01-02-2018;B893;13.2
01-03-2018;B893;16.2
01-04-2018;B893;20.0
01-05-2018;B893;21.1
01-06-2018;B893;26.7
01-07-2018;B893;31.3
01-08-2018;B893;30.6
01-09-2018;B893;0
01-10-2018;B893;23.2
01-11-2018;B893;18.9
01-12-2018;B893;17.5
01-01-2018;B228;17.5
01-02-2018;B228;14.1
01-03-2018;B228;17.2
01-04-2018;B228;21.1
01-05-2018;B228;22.1
01-06-2018;B228;27.3
01-07-2018;B228;30.4
01-08-2018;B228;31.6
01-09-2018;B228;29.3
01-10-2018;B228;24.5
01-11-2018;B228;19.9
01-12-2018;B228;18.3
01-01-2018;B278;16.9
01-02-2018;B278;13.5
01-03-2018;B278;16.9
01-04-2018;B278;21.1
01-05-2018;B278;22.6
01-06-2018;B278;28.5
01-07-2018;B278;31.9
01-08-2018;B278;32.7
01-09-2018;B278;29.7
01-10-2018;B278;24.3
01-11-2018;B278;19.2
01-12-2018;B278;17.7
01-01-2018;0200E;13.9
01-02-2018;0200E;10.1
01-03-2018;0200E;15.1
01-04-2018;0200E;18.4
01-05-2018;0200E;21.4
01-06-2018;0200E;25.6
01-07-2018;0200E;29.8
01-08-2018;0200E;30.2
01-09-2018;0200E;26.3
01-10-2018;0200E;20.6
01-11-2018;0200E;15.2
01-12-2018;0200E;14.1
01-01-2018;0076;16.5
01-02-2018;0076;12.4
01-03-2018;0076;16.7
01-04-2018;0076;19.8
01-05-2018;0076;22.2
01-06-2018;0076;0
01-07-2018;0076;29.8
01-08-2018;0076;30.9
01-09-2018;0076;27.5
01-10-2018;0076;22.9
01-11-2018;0076;18.0
01-12-2018;0076;16.2
01-01-2018;1082;13.9
01-02-2018;1082;10.4
01-03-2018;1082;15.5
01-04-2018;1082;19.2
01-05-2018;1082;19.2
01-06-2018;1082;23.4
01-07-2018;1082;26.4
01-08-2018;1082;27.1
01-09-2018;1082;26.6
01-10-2018;1082;20.9
01-11-2018;1082;17.8
01-12-2018;1082;16.0
01-01-2018;2331;7.5
01-02-2018;2331;6.2
01-03-2018;2331;9.6
01-04-2018;2331;15.4
01-05-2018;2331;18.2
01-06-2018;2331;22.9
01-07-2018;2331;27.4
01-08-2018;2331;28.7
01-09-2018;2331;26.6
01-10-2018;2331;17.3
01-11-2018;2331;11.2
01-12-2018;2331;9.6
01-01-2018;3469A;12.8
01-02-2018;3469A;13.2
01-03-2018;3469A;14.1
01-04-2018;3469A;18.4
01-05-2018;3469A;22.9
01-06-2018;3469A;28.4
01-07-2018;3469A;31.6
01-08-2018;3469A;36.2
01-09-2018;3469A;32.5
01-10-2018;3469A;22.7
01-11-2018;3469A;15.4
01-12-2018;3469A;13.6
01-01-2018;5973;15.6
01-02-2018;5973;15.9
01-03-2018;5973;17.0
01-04-2018;5973;19.3
01-05-2018;5973;21.8
01-06-2018;5973;24.0
01-07-2018;5973;25.8
01-08-2018;5973;29.5
01-09-2018;5973;28.6
01-10-2018;5973;23.7
01-11-2018;5973;18.9
01-12-2018;5973;18.1
01-01-2018;5960;16.1
01-02-2018;5960;16.9
01-03-2018;5960;17.8
01-04-2018;5960;21.1
01-05-2018;5960;25.1
01-06-2018;5960;29.1
01-07-2018;5960;32.2
01-08-2018;5960;0
01-09-2018;5960;33.3
01-10-2018;5960;26.0
01-11-2018;5960;19.4
01-12-2018;5960;0
01-01-2018;5910;15.9
01-02-2018;5910;16.5
01-03-2018;5910;17.6
01-04-2018;5910;20.2
01-05-2018;5910;23.2
01-06-2018;5910;25.9
01-07-2018;5910;27.9
01-08-2018;5910;33.0
01-09-2018;5910;30.9
01-10-2018;5910;24.6
01-11-2018;5910;19.0
01-12-2018;5910;18.4
01-01-2018;6001;15.9
01-02-2018;6001;15.4
01-03-2018;6001;0
01-04-2018;6001;0
01-05-2018;6001;0
01-06-2018;6001;22.2
01-07-2018;6001;0
01-08-2018;6001;26.8
01-09-2018;6001;25.8
01-10-2018;6001;21.7
01-11-2018;6001;0
01-12-2018;6001;16.4
01-01-2018;1111;13.7
01-02-2018;1111;10.7
01-03-2018;1111;14.3
01-04-2018;1111;16.5
01-05-2018;1111;16.6
01-06-2018;1111;19.9
01-07-2018;1111;23.2
01-08-2018;1111;23.6
01-09-2018;1111;22.2
01-10-2018;1111;18.3
01-11-2018;1111;16.9
01-12-2018;1111;15.2
01-01-2018;1109;14.4
01-02-2018;1109;11.3
01-03-2018;1109;15.4
01-04-2018;1109;18.3
01-05-2018;1109;18.4
01-06-2018;1109;22.1
01-07-2018;1109;24.7
01-08-2018;1109;25.3
01-09-2018;1109;24.2
01-10-2018;1109;19.7
01-11-2018;1109;17.6
01-12-2018;1109;15.6
01-01-2018;8500A;17.8
01-02-2018;8500A;14.8
01-03-2018;8500A;19.2
01-04-2018;8500A;21.5
01-05-2018;8500A;24.0
01-06-2018;8500A;28.3
01-07-2018;8500A;31.3
01-08-2018;8500A;31.4
01-09-2018;8500A;28.6
01-10-2018;8500A;23.1
01-11-2018;8500A;18.5
01-12-2018;8500A;17.2
01-01-2018;5000C;16.6
01-02-2018;5000C;15.9
01-03-2018;5000C;17.8
01-04-2018;5000C;18.6
01-05-2018;5000C;21.7
01-06-2018;5000C;25.0
01-07-2018;5000C;29.2
01-08-2018;5000C;28.7
01-09-2018;5000C;26.5
01-10-2018;5000C;22.8
01-11-2018;5000C;18.8
01-12-2018;5000C;18.0
01-01-2018;4121;11.8
01-02-2018;4121;11.9
01-03-2018;4121;14.1
01-04-2018;4121;19.5
01-05-2018;4121;23.8
01-06-2018;4121;29.4
01-07-2018;4121;33.9
01-08-2018;4121;35.8
01-09-2018;4121;31.1
01-10-2018;4121;21.6
01-11-2018;4121;14.8
01-12-2018;4121;11.9
01-01-2018;5402;15.3
01-02-2018;5402;16.7
01-03-2018;5402;17.3
01-04-2018;5402;22.8
01-05-2018;5402;27.0
01-06-2018;5402;32.3
01-07-2018;5402;35.4
01-08-2018;5402;39.1
01-09-2018;5402;34.3
01-10-2018;5402;25.3
01-11-2018;5402;18.1
01-12-2018;5402;17.7
01-01-2018;8096;11.3
01-02-2018;8096;9.6
01-03-2018;8096;11.1
01-04-2018;8096;17.0
01-05-2018;8096;21.2
01-06-2018;8096;26.7
01-07-2018;8096;32.0
01-08-2018;8096;32.9
01-09-2018;8096;29.1
01-10-2018;8096;19.9
01-11-2018;8096;13.2
01-12-2018;8096;14.5
01-01-2018;1014;13.7
01-02-2018;1014;10.3
01-03-2018;1014;15.7
01-04-2018;1014;19.1
01-05-2018;1014;19.5
01-06-2018;1014;22.9
01-07-2018;1014;26.3
01-08-2018;1014;26.2
01-09-2018;1014;25.6
01-10-2018;1014;19.4
01-11-2018;1014;17.4
01-12-2018;1014;15.3
01-01-2018;1024E;11.8
01-02-2018;1024E;8.4
01-03-2018;1024E;13.3
01-04-2018;1024E;17.3
01-05-2018;1024E;16.7
01-06-2018;1024E;20.2
01-07-2018;1024E;23.3
01-08-2018;1024E;23.1
01-09-2018;1024E;22.5
01-10-2018;1024E;17.3
01-11-2018;1024E;15.2
01-12-2018;1024E;13.6
01-01-2018;0367;0
01-02-2018;0367;11.4
01-03-2018;0367;17.0
01-04-2018;0367;0
01-05-2018;0367;23.4
01-06-2018;0367;0
01-07-2018;0367;33.0
01-08-2018;0367;32.6
01-09-2018;0367;0
01-10-2018;0367;22.6
01-11-2018;0367;0
01-12-2018;0367;16.2
01-01-2018;5530E;14.4
01-02-2018;5530E;14.9
01-03-2018;5530E;15.9
01-04-2018;5530E;21.7
01-05-2018;5530E;24.8
01-06-2018;5530E;31.3
01-07-2018;5530E;35.2
01-08-2018;5530E;36.8
01-09-2018;5530E;30.9
01-10-2018;5530E;22.7
01-11-2018;5530E;16.4
01-12-2018;5530E;17.0
01-01-2018;5514;13.3
01-02-2018;5514;13.2
01-03-2018;5514;14.1
01-04-2018;5514;0
01-05-2018;5514;22.8
01-06-2018;5514;29.7
01-07-2018;5514;34.2
01-08-2018;5514;35.1
01-09-2018;5514;29.6
01-10-2018;5514;22.1
01-11-2018;5514;16.4
01-12-2018;5514;17.1
01-01-2018;3013;10.0
01-02-2018;3013;7.3
01-03-2018;3013;10.3
01-04-2018;3013;16.4
01-05-2018;3013;19.9
01-06-2018;3013;25.0
01-07-2018;3013;29.3
01-08-2018;3013;30.6
01-09-2018;3013;27.0
01-10-2018;3013;17.8
01-11-2018;3013;12.2
01-12-2018;3013;12.5
01-01-2018;4642E;16.9
01-02-2018;4642E;17.4
01-03-2018;4642E;18.0
01-04-2018;4642E;20.8
01-05-2018;4642E;24.3
01-06-2018;4642E;27.2
01-07-2018;4642E;30.1
01-08-2018;4642E;34.6
01-09-2018;4642E;31.8
01-10-2018;4642E;24.7
01-11-2018;4642E;19.1
01-12-2018;4642E;18.9
01-01-2018;9898;11.2
01-02-2018;9898;9.9
01-03-2018;9898;12.9
01-04-2018;9898;17.5
01-05-2018;9898;21.8
01-06-2018;9898;26.9
01-07-2018;9898;32.1
01-08-2018;9898;31.9
01-09-2018;9898;28.1
01-10-2018;9898;19.8
01-11-2018;9898;13.4
01-12-2018;9898;10.3
01-01-2018;5270B;12.3
01-02-2018;5270B;12.0
01-03-2018;5270B;14.1
01-04-2018;5270B;19.4
01-05-2018;5270B;0
01-06-2018;5270B;28.7
01-07-2018;5270B;32.7
01-08-2018;5270B;35.4
01-09-2018;5270B;30.1
01-10-2018;5270B;0
01-11-2018;5270B;15.2
01-12-2018;5270B;15.1
01-01-2018;9170;11.7
01-02-2018;9170;9.5
01-03-2018;9170;14.4
01-04-2018;9170;18.7
01-05-2018;9170;21.5
01-06-2018;9170;26.3
01-07-2018;9170;30.4
01-08-2018;9170;31.2
01-09-2018;9170;28.8
01-10-2018;9170;20.5
01-11-2018;9170;14.4
01-12-2018;9170;13.0
01-01-2018;C249I;0
01-02-2018;C249I;0
01-03-2018;C249I;22.8
01-04-2018;C249I;0
01-05-2018;C249I;23.4
01-06-2018;C249I;24.8
01-07-2018;C249I;25.6
01-08-2018;C249I;27.4
01-09-2018;C249I;26.8
01-10-2018;C249I;26.1
01-11-2018;C249I;23.2
01-12-2018;C249I;21.9
01-01-2018;C649I;20.6
01-02-2018;C649I;19.7
01-03-2018;C649I;0
01-04-2018;C649I;0
01-05-2018;C649I;23.1
01-06-2018;C649I;24.8
01-07-2018;C649I;0
01-08-2018;C649I;27.8
01-09-2018;C649I;0
01-10-2018;C649I;25.5
01-11-2018;C649I;23.0
01-12-2018;C649I;0
01-01-2018;C029O;20.8
01-02-2018;C029O;20.1
01-03-2018;C029O;23.4
01-04-2018;C029O;23.5
01-05-2018;C029O;23.9
01-06-2018;C029O;0
01-07-2018;C029O;28.4
01-08-2018;C029O;29.7
01-09-2018;C029O;29.4
01-10-2018;C029O;0
01-11-2018;C029O;23.6
01-12-2018;C029O;22.5
01-01-2018;2661;8.6
01-02-2018;2661;8.0
01-03-2018;2661;8.6
01-04-2018;2661;15.2
01-05-2018;2661;19.0
01-06-2018;2661;23.6
01-07-2018;2661;25.8
01-08-2018;2661;29.3
01-09-2018;2661;27.1
01-10-2018;2661;18.1
01-11-2018;2661;10.2
01-12-2018;2661;10.3
01-01-2018;1549;11.2
01-02-2018;1549;11.2
01-03-2018;1549;11.7
01-04-2018;1549;19.0
01-05-2018;1549;22.6
01-06-2018;1549;26.4
01-07-2018;1549;28.1
01-08-2018;1549;32.1
01-09-2018;1549;30.0
01-10-2018;1549;21.1
01-11-2018;1549;12.6
01-12-2018;1549;10.4
01-01-2018;9771C;12.9
01-02-2018;9771C;11.6
01-03-2018;9771C;16.6
01-04-2018;9771C;21.0
01-05-2018;9771C;25.1
01-06-2018;9771C;30.2
01-07-2018;9771C;35.0
01-08-2018;9771C;33.9
01-09-2018;9771C;30.4
01-10-2018;9771C;22.1
01-11-2018;9771C;15.9
01-12-2018;9771C;10.4
01-01-2018;1505;10.8
01-02-2018;1505;9.2
01-03-2018;1505;10.9
01-04-2018;1505;16.9
01-05-2018;1505;18.6
01-06-2018;1505;21.6
01-07-2018;1505;24.1
01-08-2018;1505;26.5
01-09-2018;1505;26.1
01-10-2018;1505;18.8
01-11-2018;1505;13.1
01-12-2018;1505;12.6
01-01-2018;3191E;9.2
01-02-2018;3191E;7.9
01-03-2018;3191E;9.7
01-04-2018;3191E;14.9
01-05-2018;3191E;19.4
01-06-2018;3191E;25.0
01-07-2018;3191E;28.8
01-08-2018;3191E;31.5
01-09-2018;3191E;27.4
01-10-2018;3191E;17.9
01-11-2018;3191E;11.2
01-12-2018;3191E;10.9
01-01-2018;3195;10.8
01-02-2018;3195;10.6
01-03-2018;3195;12.6
01-04-2018;3195;18.2
01-05-2018;3195;22.4
01-06-2018;3195;27.9
01-07-2018;3195;32.4
01-08-2018;3195;34.0
01-09-2018;3195;29.7
01-10-2018;3195;19.6
01-11-2018;3195;13.4
01-12-2018;3195;11.5
01-01-2018;3129;12.1
01-02-2018;3129;11.2
01-03-2018;3129;13.2
01-04-2018;3129;18.4
01-05-2018;3129;22.9
01-06-2018;3129;28.6
01-07-2018;3129;32.9
01-08-2018;3129;34.9
01-09-2018;3129;30.9
01-10-2018;3129;21.0
01-11-2018;3129;14.4
01-12-2018;3129;12.3
01-01-2018;3196;11.6
01-02-2018;3196;10.9
01-03-2018;3196;12.7
01-04-2018;3196;18.5
01-05-2018;3196;23.0
01-06-2018;3196;28.3
01-07-2018;3196;32.4
01-08-2018;3196;34.7
01-09-2018;3196;30.5
01-10-2018;3196;20.8
01-11-2018;3196;14.0
01-12-2018;3196;12.8
01-01-2018;3200;11.5
01-02-2018;3200;11.2
01-03-2018;3200;13.0
01-04-2018;3200;18.3
01-05-2018;3200;22.8
01-06-2018;3200;28.8
01-07-2018;3200;32.8
01-08-2018;3200;34.9
01-09-2018;3200;30.7
01-10-2018;3200;20.9
01-11-2018;3200;14.3
01-12-2018;3200;12.5
01-01-2018;3175;11.9
01-02-2018;3175;10.8
01-03-2018;3175;12.8
01-04-2018;3175;18.9
01-05-2018;3175;23.5
01-06-2018;3175;28.6
01-07-2018;3175;33.2
01-08-2018;3175;35.4
01-09-2018;3175;31.5
01-10-2018;3175;21.4
01-11-2018;3175;14.9
01-12-2018;3175;12.8
01-01-2018;2462;2.8
01-02-2018;2462;-0.2
01-03-2018;2462;1.3
01-04-2018;2462;7.6
01-05-2018;2462;11.6
01-06-2018;2462;17.0
01-07-2018;2462;22.3
01-08-2018;2462;24.6
01-09-2018;2462;20.7
01-10-2018;2462;11.2
01-11-2018;2462;4.3
01-12-2018;2462;8.7
01-01-2018;6155A;17.2
01-02-2018;6155A;17.4
01-03-2018;6155A;19.2
01-04-2018;6155A;21.1
01-05-2018;6155A;24.3
01-06-2018;6155A;28.9
01-07-2018;6155A;32.8
01-08-2018;6155A;31.5
01-09-2018;6155A;29.4
01-10-2018;6155A;24.0
01-11-2018;6155A;19.2
01-12-2018;6155A;19.0
01-01-2018;6000A;16.9
01-02-2018;6000A;16.3
01-03-2018;6000A;19.6
01-04-2018;6000A;19.0
01-05-2018;6000A;22.1
01-06-2018;6000A;25.5
01-07-2018;6000A;29.4
01-08-2018;6000A;29.7
01-09-2018;6000A;27.0
01-10-2018;6000A;24.0
01-11-2018;6000A;19.7
01-12-2018;6000A;18.6
01-01-2018;7178I;18.7
01-02-2018;7178I;17.1
01-03-2018;7178I;21.1
01-04-2018;7178I;23.7
01-05-2018;7178I;27.0
01-06-2018;7178I;31.2
01-07-2018;7178I;35.7
01-08-2018;7178I;35.1
01-09-2018;7178I;31.6
01-10-2018;7178I;25.3
01-11-2018;7178I;20.2
01-12-2018;7178I;19.9
01-01-2018;7228;17.9
01-02-2018;7228;16.6
01-03-2018;7228;21.2
01-04-2018;7228;23.9
01-05-2018;7228;27.2
01-06-2018;7228;31.5
01-07-2018;7228;35.8
01-08-2018;7228;35.2
01-09-2018;7228;31.5
01-10-2018;7228;25.2
01-11-2018;7228;19.8
01-12-2018;7228;18.8
01-01-2018;7031;17.6
01-02-2018;7031;15.9
01-03-2018;7031;19.6
01-04-2018;7031;20.7
01-05-2018;7031;23.3
01-06-2018;7031;26.9
01-07-2018;7031;30.1
01-08-2018;7031;30.6
01-09-2018;7031;28.2
01-10-2018;7031;23.7
01-11-2018;7031;19.6
01-12-2018;7031;18.2
01-01-2018;9262;10.1
01-02-2018;9262;7.6
01-03-2018;9262;11.9
01-04-2018;9262;17.8
01-05-2018;9262;19.6
01-06-2018;9262;24.5
01-07-2018;9262;29.1
01-08-2018;9262;28.6
01-09-2018;9262;26.8
01-10-2018;9262;19.2
01-11-2018;9262;13.5
01-12-2018;9262;12.2
01-01-2018;9263D;9.9
01-02-2018;9263D;7.6
01-03-2018;9263D;12.6
01-04-2018;9263D;18.5
01-05-2018;9263D;20.2
01-06-2018;9263D;25.1
01-07-2018;9263D;29.9
01-08-2018;9263D;30.2
01-09-2018;9263D;28.1
01-10-2018;9263D;19.9
01-11-2018;9263D;0
01-12-2018;9263D;11.7
01-01-2018;1690A;13.8
01-02-2018;1690A;13.4
01-03-2018;1690A;14.2
01-04-2018;1690A;20.5
01-05-2018;1690A;24.5
01-06-2018;1690A;26.6
01-07-2018;1690A;29.0
01-08-2018;1690A;33.8
01-09-2018;1690A;32.1
01-10-2018;1690A;22.9
01-11-2018;1690A;15.9
01-12-2018;1690A;14.4
01-01-2018;1484C;12.4
01-02-2018;1484C;12.7
01-03-2018;1484C;13.0
01-04-2018;1484C;17.4
01-05-2018;1484C;20.6
01-06-2018;1484C;22.4
01-07-2018;1484C;24.1
01-08-2018;1484C;29.2
01-09-2018;1484C;26.7
01-10-2018;1484C;21.2
01-11-2018;1484C;15.2
01-12-2018;1484C;14.7
01-01-2018;1495;12.1
01-02-2018;1495;12.4
01-03-2018;1495;12.0
01-04-2018;1495;16.9
01-05-2018;1495;20.0
01-06-2018;1495;22.0
01-07-2018;1495;24.0
01-08-2018;1495;29.6
01-09-2018;1495;27.6
01-10-2018;1495;20.6
01-11-2018;1495;14.2
01-12-2018;1495;13.6
01-01-2018;2867;9.3
01-02-2018;2867;9.1
01-03-2018;2867;11.0
01-04-2018;2867;16.7
01-05-2018;2867;20.6
01-06-2018;2867;25.7
01-07-2018;2867;0
01-08-2018;2867;32.4
01-09-2018;2867;29.9
01-10-2018;2867;20.0
01-11-2018;2867;13.4
01-12-2018;2867;11.9
01-01-2018;2870;10.3
01-02-2018;2870;10.2
01-03-2018;2870;11.9
01-04-2018;2870;17.5
01-05-2018;2870;21.2
01-06-2018;2870;25.9
01-07-2018;2870;29.9
01-08-2018;2870;32.8
01-09-2018;2870;30.2
01-10-2018;2870;20.7
01-11-2018;2870;13.9
01-12-2018;2870;12.9
01-01-2018;C929I;20.4
01-02-2018;C929I;19.7
01-03-2018;C929I;21.6
01-04-2018;C929I;21.1
01-05-2018;C929I;21.8
01-06-2018;C929I;23.4
01-07-2018;C929I;24.7
01-08-2018;C929I;25.7
01-09-2018;C929I;26.1
01-10-2018;C929I;25.4
01-11-2018;C929I;22.7
01-12-2018;C929I;22.5
01-01-2018;C430E;7.2
01-02-2018;C430E;3.0
01-03-2018;C430E;11.8
01-04-2018;C430E;10.2
01-05-2018;C430E;12.7
01-06-2018;C430E;16.9
01-07-2018;C430E;23.6
01-08-2018;C430E;21.7
01-09-2018;C430E;18.4
01-10-2018;C430E;13.7
01-11-2018;C430E;10.0
01-12-2018;C430E;11.6
01-01-2018;C139E;0
01-02-2018;C139E;19.7
01-03-2018;C139E;0
01-04-2018;C139E;21.5
01-05-2018;C139E;21.6
01-06-2018;C139E;23.3
01-07-2018;C139E;25.2
01-08-2018;C139E;26.1
01-09-2018;C139E;26.5
01-10-2018;C139E;25.2
01-11-2018;C139E;22.7
01-12-2018;C139E;22.7
01-01-2018;C449C;20.8
01-02-2018;C449C;20.5
01-03-2018;C449C;22.6
01-04-2018;C449C;23.0
01-05-2018;C449C;23.5
01-06-2018;C449C;26.1
01-07-2018;C449C;28.0
01-08-2018;C449C;29.0
01-09-2018;C449C;28.5
01-10-2018;C449C;26.4
01-11-2018;C449C;23.7
01-12-2018;C449C;23.0
01-01-2018;C447A;15.9
01-02-2018;C447A;14.6
01-03-2018;C447A;18.1
01-04-2018;C447A;17.1
01-05-2018;C447A;18.2
01-06-2018;C447A;21.1
01-07-2018;C447A;23.3
01-08-2018;C447A;25.6
01-09-2018;C447A;25.2
01-10-2018;C447A;21.9
01-11-2018;C447A;18.2
01-12-2018;C447A;19.0
01-01-2018;C429I;0
01-02-2018;C429I;21.6
01-03-2018;C429I;23.5
01-04-2018;C429I;23.3
01-05-2018;C429I;0
01-06-2018;C429I;25.0
01-07-2018;C429I;0
01-08-2018;C429I;28.8
01-09-2018;C429I;28.8
01-10-2018;C429I;26.9
01-11-2018;C429I;24.1
01-12-2018;C429I;24.7
01-01-2018;2465;7.9
01-02-2018;2465;6.3
01-03-2018;2465;9.5
01-04-2018;2465;15.5
01-05-2018;2465;18.9
01-06-2018;2465;23.8
01-07-2018;2465;29.0
01-08-2018;2465;31.1
01-09-2018;2465;27.9
01-10-2018;2465;18.5
01-11-2018;2465;12.0
01-12-2018;2465;12.5
01-01-2018;5796;15.4
01-02-2018;5796;16.3
01-03-2018;5796;17.1
01-04-2018;5796;21.1
01-05-2018;5796;24.9
01-06-2018;5796;29.6
01-07-2018;5796;32.8
01-08-2018;5796;37.3
01-09-2018;5796;32.9
01-10-2018;5796;25.0
01-11-2018;5796;18.3
01-12-2018;5796;18.3
01-01-2018;5783;16.2
01-02-2018;5783;17.4
01-03-2018;5783;18.0
01-04-2018;5783;21.8
01-05-2018;5783;25.6
01-06-2018;5783;30.4
01-07-2018;5783;33.3
01-08-2018;5783;38.0
01-09-2018;5783;33.8
01-10-2018;5783;25.7
01-11-2018;5783;19.0
01-12-2018;5783;18.5
01-01-2018;2030;9.1
01-02-2018;2030;7.2
01-03-2018;2030;9.6
01-04-2018;2030;15.9
01-05-2018;2030;19.3
01-06-2018;2030;24.3
01-07-2018;2030;28.2
01-08-2018;2030;30.6
01-09-2018;2030;28.0
01-10-2018;2030;18.0
01-11-2018;2030;11.9
01-12-2018;2030;12.5
01-01-2018;0016A;16.7
01-02-2018;0016A;13.4
01-03-2018;0016A;17.8
01-04-2018;0016A;20.4
01-05-2018;0016A;23.7
01-06-2018;0016A;28.7
01-07-2018;0016A;31.9
01-08-2018;0016A;32.3
01-09-2018;0016A;28.6
01-10-2018;0016A;23.3
01-11-2018;0016A;18.1
01-12-2018;0016A;16.6
01-01-2018;9981A;18.2
01-02-2018;9981A;14.8
01-03-2018;9981A;19.6
01-04-2018;9981A;23.4
01-05-2018;9981A;26.1
01-06-2018;9981A;31.0
01-07-2018;9981A;34.6
01-08-2018;9981A;35.2
01-09-2018;9981A;31.2
01-10-2018;9981A;24.2
01-11-2018;9981A;18.0
01-12-2018;9981A;17.4
01-01-2018;9381I;11.1
01-02-2018;9381I;7.6
01-03-2018;9381I;12.4
01-04-2018;9381I;18.0
01-05-2018;9381I;20.7
01-06-2018;9381I;25.8
01-07-2018;9381I;32.0
01-08-2018;9381I;31.4
01-09-2018;9381I;28.0
01-10-2018;9381I;19.0
01-11-2018;9381I;13.3
01-12-2018;9381I;12.8
01-01-2018;8368U;12.3
