Fecha;INDICATIVO;DIAS_SOL
01-01-2017;5514;13
01-02-2017;5514;3
01-03-2017;5514;8
01-04-2017;5514;13
01-05-2017;5514;9
01-06-2017;5514;16
01-07-2017;5514;25
01-08-2017;5514;18
01-09-2017;5514;18
01-10-2017;5514;20
01-11-2017;5514;17
01-12-2017;5514;16
01-01-2017;9170;10
01-02-2017;9170;1
01-03-2017;9170;4
01-04-2017;9170;14
01-05-2017;9170;4
01-06-2017;9170;6
01-07-2017;9170;10
01-08-2017;9170;7
01-09-2017;9170;5
01-10-2017;9170;10
01-11-2017;9170;5
01-12-2017;9170;5
01-01-2017;C249I;4
01-02-2017;C249I;4
01-03-2017;C249I;5
01-04-2017;C249I;10
01-05-2017;C249I;4
01-06-2017;C249I;9
01-07-2017;C249I;14
01-08-2017;C249I;20
01-09-2017;C249I;4
01-10-2017;C249I;3
01-11-2017;C249I;1
01-12-2017;C249I;8
01-01-2017;C649I;5
01-02-2017;C649I;2
01-03-2017;C649I;5
01-04-2017;C649I;10
01-05-2017;C649I;3
01-06-2017;C649I;7
01-07-2017;C649I;14
01-08-2017;C649I;17
01-09-2017;C649I;3
01-10-2017;C649I;7
01-11-2017;C649I;2
01-12-2017;C649I;5
01-01-2017;C029O;5
01-02-2017;C029O;3
01-03-2017;C029O;6
01-04-2017;C029O;10
01-05-2017;C029O;2
01-06-2017;C029O;10
01-07-2017;C029O;17
01-08-2017;C029O;18
01-09-2017;C029O;7
01-10-2017;C029O;6
01-11-2017;C029O;1
01-12-2017;C029O;10
01-01-2017;2661;0
01-02-2017;2661;0
01-03-2017;2661;0
01-04-2017;2661;0
01-05-2017;2661;0
01-06-2017;2661;0
01-07-2017;2661;0
01-08-2017;2661;11
01-09-2017;2661;6
01-10-2017;2661;17
01-11-2017;2661;6
01-12-2017;2661;8
01-01-2017;9771C;6
01-02-2017;9771C;4
01-03-2017;9771C;13
01-04-2017;9771C;17
01-05-2017;9771C;8
01-06-2017;9771C;12
01-07-2017;9771C;14
01-08-2017;9771C;9
01-09-2017;9771C;13
01-10-2017;9771C;18
01-11-2017;9771C;13
01-12-2017;9771C;7
01-01-2017;3191E;0
01-02-2017;3191E;5
01-03-2017;3191E;7
01-04-2017;3191E;12
01-05-2017;3191E;3
01-06-2017;3191E;5
01-07-2017;3191E;19
01-08-2017;3191E;12
01-09-2017;3191E;13
01-10-2017;3191E;21
01-11-2017;3191E;12
01-12-2017;3191E;11
01-01-2017;3129;8
01-02-2017;3129;4
01-03-2017;3129;7
01-04-2017;3129;11
01-05-2017;3129;8
01-06-2017;3129;11
01-07-2017;3129;21
01-08-2017;3129;16
01-09-2017;3129;14
01-10-2017;3129;22
01-11-2017;3129;13
01-12-2017;3129;10
01-01-2017;3196;8
01-02-2017;3196;3
01-03-2017;3196;6
01-04-2017;3196;12
01-05-2017;3196;6
01-06-2017;3196;5
01-07-2017;3196;22
01-08-2017;3196;11
01-09-2017;3196;11
01-10-2017;3196;18
01-11-2017;3196;11
01-12-2017;3196;10
01-01-2017;3200;7
01-02-2017;3200;4
01-03-2017;3200;4
01-04-2017;3200;10
01-05-2017;3200;3
01-06-2017;3200;8
01-07-2017;3200;22
01-08-2017;3200;13
01-09-2017;3200;11
01-10-2017;3200;18
01-11-2017;3200;13
01-12-2017;3200;12
01-01-2017;3195;10
01-02-2017;3195;3
01-03-2017;3195;7
01-04-2017;3195;13
01-05-2017;3195;0
01-06-2017;3195;9
01-07-2017;3195;23
01-08-2017;3195;16
01-09-2017;3195;13
01-10-2017;3195;22
01-11-2017;3195;15
01-12-2017;3195;10
01-01-2017;3175;10
01-02-2017;3175;4
01-03-2017;3175;5
01-04-2017;3175;12
01-05-2017;3175;6
01-06-2017;3175;5
01-07-2017;3175;19
01-08-2017;3175;13
01-09-2017;3175;10
01-10-2017;3175;19
01-11-2017;3175;9
01-12-2017;3175;11
01-01-2017;2462;8
01-02-2017;2462;0
01-03-2017;2462;5
01-04-2017;2462;10
01-05-2017;2462;0
01-06-2017;2462;3
01-07-2017;2462;18
01-08-2017;2462;7
01-09-2017;2462;6
01-10-2017;2462;17
01-11-2017;2462;7
01-12-2017;2462;8
01-01-2017;6155A;13
01-02-2017;6155A;1
01-03-2017;6155A;8
01-04-2017;6155A;10
01-05-2017;6155A;6
01-06-2017;6155A;20
01-07-2017;6155A;22
01-08-2017;6155A;12
01-09-2017;6155A;15
01-10-2017;6155A;11
01-11-2017;6155A;12
01-12-2017;6155A;8
01-01-2017;6000A;8
01-02-2017;6000A;1
01-03-2017;6000A;4
01-04-2017;6000A;2
01-05-2017;6000A;1
01-06-2017;6000A;6
01-07-2017;6000A;14
01-08-2017;6000A;4
01-09-2017;6000A;8
01-10-2017;6000A;1
01-11-2017;6000A;9
01-12-2017;6000A;10
01-01-2017;7178I;9
01-02-2017;7178I;2
01-03-2017;7178I;7
01-04-2017;7178I;7
01-05-2017;7178I;6
01-06-2017;7178I;15
01-07-2017;7178I;17
01-08-2017;7178I;5
01-09-2017;7178I;4
01-10-2017;7178I;7
01-11-2017;7178I;13
01-12-2017;7178I;8
01-01-2017;7228;9
01-02-2017;7228;1
01-03-2017;7228;8
01-04-2017;7228;5
01-05-2017;7228;7
01-06-2017;7228;14
01-07-2017;7228;21
01-08-2017;7228;5
01-09-2017;7228;8
01-10-2017;7228;10
01-11-2017;7228;10
01-12-2017;7228;9
01-01-2017;9263D;9
01-02-2017;9263D;2
01-03-2017;9263D;5
01-04-2017;9263D;15
01-05-2017;9263D;5
01-06-2017;9263D;6
01-07-2017;9263D;7
01-08-2017;9263D;7
01-09-2017;9263D;4
01-10-2017;9263D;12
01-11-2017;9263D;5
01-12-2017;9263D;4
01-01-2017;1484C;12
01-02-2017;1484C;4
01-03-2017;1484C;8
01-04-2017;1484C;12
01-05-2017;1484C;4
01-06-2017;1484C;7
01-07-2017;1484C;8
01-08-2017;1484C;8
01-09-2017;1484C;5
01-10-2017;1484C;17
01-11-2017;1484C;9
01-12-2017;1484C;11
01-01-2017;1495;8
01-02-2017;1495;3
01-03-2017;1495;7
01-04-2017;1495;12
01-05-2017;1495;3
01-06-2017;1495;8
01-07-2017;1495;7
01-08-2017;1495;9
01-09-2017;1495;5
01-10-2017;1495;18
01-11-2017;1495;11
01-12-2017;1495;9
01-01-2017;2867;9
01-02-2017;2867;2
01-03-2017;2867;4
01-04-2017;2867;11
01-05-2017;2867;3
01-06-2017;2867;3
01-07-2017;2867;17
01-08-2017;2867;13
01-09-2017;2867;11
01-10-2017;2867;14
01-11-2017;2867;10
01-12-2017;2867;6
01-01-2017;C929I;6
01-02-2017;C929I;5
01-03-2017;C929I;8
01-04-2017;C929I;6
01-05-2017;C929I;2
01-06-2017;C929I;1
01-07-2017;C929I;3
01-08-2017;C929I;2
01-09-2017;C929I;2
01-10-2017;C929I;5
01-11-2017;C929I;1
01-12-2017;C929I;7
01-01-2017;C139E;4
01-02-2017;C139E;2
01-03-2017;C139E;5
01-04-2017;C139E;4
01-05-2017;C139E;0
01-06-2017;C139E;3
01-07-2017;C139E;9
01-08-2017;C139E;12
01-09-2017;C139E;2
01-10-2017;C139E;5
01-11-2017;C139E;0
01-12-2017;C139E;3
01-01-2017;C449C;2
01-02-2017;C449C;0
01-03-2017;C449C;0
01-04-2017;C449C;0
01-05-2017;C449C;6
01-06-2017;C449C;10
01-07-2017;C449C;0
01-08-2017;C449C;0
01-09-2017;C449C;0
01-10-2017;C449C;7
01-11-2017;C449C;3
01-12-2017;C449C;11
01-01-2017;C447A;3
01-02-2017;C447A;0
01-03-2017;C447A;0
01-04-2017;C447A;0
01-05-2017;C447A;0
01-06-2017;C447A;4
01-07-2017;C447A;7
01-08-2017;C447A;11
01-09-2017;C447A;1
01-10-2017;C447A;4
01-11-2017;C447A;2
01-12-2017;C447A;3
01-01-2017;C429I;5
01-02-2017;C429I;7
01-03-2017;C429I;11
01-04-2017;C429I;8
01-05-2017;C429I;2
01-06-2017;C429I;11
01-07-2017;C429I;21
01-08-2017;C429I;19
01-09-2017;C429I;11
01-10-2017;C429I;5
01-11-2017;C429I;2
01-12-2017;C429I;11
01-01-2017;5796;13
01-02-2017;5796;2
01-03-2017;5796;7
01-04-2017;5796;11
01-05-2017;5796;7
01-06-2017;5796;17
01-07-2017;5796;23
01-08-2017;5796;18
01-09-2017;5796;16
01-10-2017;5796;20
01-11-2017;5796;18
01-12-2017;5796;14
01-01-2017;5783;16
01-02-2017;5783;2
01-03-2017;5783;7
01-04-2017;5783;10
01-05-2017;5783;9
01-06-2017;5783;19
01-07-2017;5783;26
01-08-2017;5783;21
01-09-2017;5783;16
01-10-2017;5783;19
01-11-2017;5783;17
01-12-2017;5783;19
01-01-2017;0016A;10
01-02-2017;0016A;3
01-03-2017;0016A;8
01-04-2017;0016A;0
01-05-2017;0016A;6
01-06-2017;0016A;8
01-07-2017;0016A;5
01-08-2017;0016A;4
01-09-2017;0016A;6
01-10-2017;0016A;7
01-11-2017;0016A;13
01-12-2017;0016A;8
01-01-2017;9981A;9
01-02-2017;9981A;5
01-03-2017;9981A;7
01-04-2017;9981A;12
01-05-2017;9981A;6
01-06-2017;9981A;7
01-07-2017;9981A;10
01-08-2017;9981A;8
01-09-2017;9981A;5
01-10-2017;9981A;12
01-11-2017;9981A;13
01-12-2017;9981A;10
01-01-2017;8414A;8
01-02-2017;8414A;3
01-03-2017;8414A;7
01-04-2017;8414A;10
01-05-2017;8414A;8
01-06-2017;8414A;10
01-07-2017;8414A;14
01-08-2017;8414A;2
01-09-2017;8414A;7
01-10-2017;8414A;14
01-11-2017;8414A;9
01-12-2017;8414A;9
01-01-2017;2422;9
01-02-2017;2422;5
01-03-2017;2422;6
01-04-2017;2422;13
01-05-2017;2422;2
01-06-2017;2422;3
01-07-2017;2422;13
01-08-2017;2422;13
01-09-2017;2422;9
01-10-2017;2422;17
01-11-2017;2422;7
01-12-2017;2422;4
01-01-2017;2539;10
01-02-2017;2539;4
01-03-2017;2539;8
01-04-2017;2539;11
01-05-2017;2539;5
01-06-2017;2539;4
01-07-2017;2539;15
01-08-2017;2539;13
01-09-2017;2539;12
01-10-2017;2539;15
01-11-2017;2539;7
01-12-2017;2539;6
01-01-2017;9390;10
01-02-2017;9390;6
01-03-2017;9390;8
01-04-2017;9390;9
01-05-2017;9390;6
01-06-2017;9390;10
01-07-2017;9390;15
01-08-2017;9390;8
01-09-2017;9390;12
01-10-2017;9390;18
01-11-2017;9390;10
01-12-2017;9390;9
01-01-2017;9434;9
01-02-2017;9434;0
01-03-2017;9434;4
01-04-2017;9434;9
01-05-2017;9434;3
01-06-2017;9434;7
01-07-2017;9434;10
01-08-2017;9434;5
01-09-2017;9434;4
01-10-2017;9434;16
01-11-2017;9434;6
01-12-2017;9434;5
01-01-2018;1387E;3
01-02-2018;1387E;5
01-03-2018;1387E;0
01-04-2018;1387E;2
01-05-2018;1387E;5
01-06-2018;1387E;5
01-07-2018;1387E;4
01-08-2018;1387E;15
01-09-2018;1387E;10
01-10-2018;1387E;12
01-11-2018;1387E;3
01-12-2018;1387E;5
01-01-2018;1428;1
01-02-2018;1428;3
01-03-2018;1428;0
01-04-2018;1428;1
01-05-2018;1428;9
01-06-2018;1428;5
01-07-2018;1428;3
01-08-2018;1428;13
01-09-2018;1428;9
01-10-2018;1428;9
01-11-2018;1428;1
01-12-2018;1428;3
01-01-2018;8175;4
01-02-2018;8175;7
01-03-2018;8175;2
01-04-2018;8175;2
01-05-2018;8175;2
01-06-2018;8175;14
01-07-2018;8175;25
01-08-2018;8175;10
01-09-2018;8175;3
01-10-2018;8175;6
01-11-2018;8175;1
01-12-2018;8175;4
01-01-2018;8019;9
01-02-2018;8019;6
01-03-2018;8019;3
01-04-2018;8019;6
01-05-2018;8019;8
01-06-2018;8019;15
01-07-2018;8019;21
01-08-2018;8019;9
01-09-2018;8019;3
01-10-2018;8019;8
01-11-2018;8019;0
01-12-2018;8019;11
01-01-2018;6325O;12
01-02-2018;6325O;6
01-03-2018;6325O;4
01-04-2018;6325O;7
01-05-2018;6325O;8
01-06-2018;6325O;13
01-07-2018;6325O;23
01-08-2018;6325O;19
01-09-2018;6325O;7
01-10-2018;6325O;7
01-11-2018;6325O;4
01-12-2018;6325O;9
01-01-2018;9091O;0
01-02-2018;9091O;0
01-03-2018;9091O;0
01-04-2018;9091O;1
01-05-2018;9091O;0
01-06-2018;9091O;3
01-07-2018;9091O;1
01-08-2018;9091O;3
01-09-2018;9091O;3
01-10-2018;9091O;3
01-11-2018;9091O;0
01-12-2018;9091O;1
01-01-2018;1212E;2
01-02-2018;1212E;2
01-03-2018;1212E;0
01-04-2018;1212E;2
01-05-2018;1212E;5
01-06-2018;1212E;1
01-07-2018;1212E;2
01-08-2018;1212E;3
01-09-2018;1212E;3
01-10-2018;1212E;6
01-11-2018;1212E;3
01-12-2018;1212E;2
01-01-2018;1208H;2
01-02-2018;1208H;3
01-03-2018;1208H;1
01-04-2018;1208H;3
01-05-2018;1208H;1
01-06-2018;1208H;3
01-07-2018;1208H;1
01-08-2018;1208H;5
01-09-2018;1208H;5
01-10-2018;1208H;9
01-11-2018;1208H;5
01-12-2018;1208H;2
01-01-2018;1249I;2
01-02-2018;1249I;3
01-03-2018;1249I;1
01-04-2018;1249I;2
01-05-2018;1249I;3
01-06-2018;1249I;0
01-07-2018;1249I;1
01-08-2018;1249I;6
01-09-2018;1249I;1
01-10-2018;1249I;5
01-11-2018;1249I;3
01-12-2018;1249I;2
01-01-2018;4452;9
01-02-2018;4452;11
01-03-2018;4452;3
01-04-2018;4452;3
01-05-2018;4452;5
01-06-2018;4452;7
01-07-2018;4452;19
01-08-2018;4452;20
01-09-2018;4452;13
01-10-2018;4452;10
01-11-2018;4452;1
01-12-2018;4452;3
01-01-2018;B954;8
01-02-2018;B954;1
01-03-2018;B954;2
01-04-2018;B954;2
01-05-2018;B954;5
01-06-2018;B954;13
01-07-2018;B954;13
01-08-2018;B954;11
01-09-2018;B954;3
01-10-2018;B954;2
01-11-2018;B954;0
01-12-2018;B954;3
01-01-2018;B893;6
01-02-2018;B893;0
01-03-2018;B893;0
01-04-2018;B893;2
01-05-2018;B893;1
01-06-2018;B893;5
01-07-2018;B893;14
01-08-2018;B893;3
01-09-2018;B893;3
01-10-2018;B893;2
01-11-2018;B893;0
01-12-2018;B893;3
01-01-2018;B228;8
01-02-2018;B228;1
01-03-2018;B228;0
01-04-2018;B228;0
01-05-2018;B228;0
01-06-2018;B228;0
01-07-2018;B228;0
01-08-2018;B228;0
01-09-2018;B228;0
01-10-2018;B228;0
01-11-2018;B228;0
01-12-2018;B228;0
01-01-2018;B278;3
01-02-2018;B278;0
01-03-2018;B278;1
01-04-2018;B278;7
01-05-2018;B278;3
01-06-2018;B278;7
01-07-2018;B278;13
01-08-2018;B278;4
01-09-2018;B278;3
01-10-2018;B278;4
01-11-2018;B278;0
01-12-2018;B278;0
01-01-2018;0200E;8
01-02-2018;0200E;2
01-03-2018;0200E;1
01-04-2018;0200E;6
01-05-2018;0200E;3
01-06-2018;0200E;5
01-07-2018;0200E;11
01-08-2018;0200E;1
01-09-2018;0200E;3
01-10-2018;0200E;7
01-11-2018;0200E;1
01-12-2018;0200E;5
01-01-2018;0076;9
01-02-2018;0076;4
01-03-2018;0076;0
01-04-2018;0076;5
01-05-2018;0076;3
01-06-2018;0076;6
01-07-2018;0076;8
01-08-2018;0076;4
01-09-2018;0076;3
01-10-2018;0076;9
01-11-2018;0076;1
01-12-2018;0076;4
01-01-2018;1082;0
01-02-2018;1082;1
01-03-2018;1082;0
01-04-2018;1082;2
01-05-2018;1082;2
01-06-2018;1082;3
01-07-2018;1082;2
01-08-2018;1082;6
01-09-2018;1082;5
01-10-2018;1082;3
01-11-2018;1082;2
01-12-2018;1082;0
01-01-2018;2331;5
01-02-2018;2331;4
01-03-2018;2331;0
01-04-2018;2331;2
01-05-2018;2331;3
01-06-2018;2331;5
01-07-2018;2331;7
01-08-2018;2331;13
01-09-2018;2331;8
01-10-2018;2331;7
01-11-2018;2331;2
01-12-2018;2331;2
01-01-2018;5960;8
01-02-2018;5960;7
01-03-2018;5960;5
01-04-2018;5960;5
01-05-2018;5960;9
01-06-2018;5960;8
01-07-2018;5960;19
01-08-2018;5960;25
01-09-2018;5960;12
01-10-2018;5960;6
01-11-2018;5960;3
01-12-2018;5960;12
01-01-2018;5910;7
01-02-2018;5910;7
01-03-2018;5910;4
01-04-2018;5910;3
01-05-2018;5910;7
01-06-2018;5910;8
01-07-2018;5910;19
01-08-2018;5910;20
01-09-2018;5910;9
01-10-2018;5910;6
01-11-2018;5910;1
01-12-2018;5910;9
01-01-2018;1111;2
01-02-2018;1111;1
01-03-2018;1111;0
01-04-2018;1111;3
01-05-2018;1111;3
01-06-2018;1111;1
01-07-2018;1111;1
01-08-2018;1111;5
01-09-2018;1111;6
01-10-2018;1111;6
01-11-2018;1111;2
01-12-2018;1111;1
01-01-2018;1109;1
01-02-2018;1109;2
01-03-2018;1109;0
01-04-2018;1109;1
01-05-2018;1109;5
01-06-2018;1109;2
01-07-2018;1109;2
01-08-2018;1109;5
01-09-2018;1109;8
01-10-2018;1109;7
01-11-2018;1109;3
01-12-2018;1109;2
01-01-2018;5402;0
01-02-2018;5402;0
01-03-2018;5402;0
01-04-2018;5402;4
01-05-2018;5402;5
01-06-2018;5402;10
01-07-2018;5402;27
01-08-2018;5402;24
01-09-2018;5402;12
01-10-2018;5402;0
01-11-2018;5402;0
01-12-2018;5402;0
01-01-2018;8096;7
01-02-2018;8096;6
01-03-2018;8096;0
01-04-2018;8096;3
01-05-2018;8096;2
01-06-2018;8096;6
01-07-2018;8096;19
01-08-2018;8096;10
01-09-2018;8096;6
01-10-2018;8096;0
01-11-2018;8096;0
01-12-2018;8096;0
01-01-2018;1014;2
01-02-2018;1014;3
01-03-2018;1014;0
01-04-2018;1014;3
01-05-2018;1014;3
01-06-2018;1014;3
01-07-2018;1014;1
01-08-2018;1014;7
01-09-2018;1014;7
01-10-2018;1014;3
01-11-2018;1014;3
01-12-2018;1014;1
01-01-2018;1024E;1
01-02-2018;1024E;1
01-03-2018;1024E;0
01-04-2018;1024E;1
01-05-2018;1024E;3
01-06-2018;1024E;2
01-07-2018;1024E;1
01-08-2018;1024E;3
01-09-2018;1024E;5
01-10-2018;1024E;3
01-11-2018;1024E;3
01-12-2018;1024E;0
01-01-2018;0367;6
01-02-2018;0367;2
01-03-2018;0367;0
01-04-2018;0367;8
01-05-2018;0367;0
01-06-2018;0367;5
01-07-2018;0367;9
01-08-2018;0367;0
01-09-2018;0367;2
01-10-2018;0367;7
01-11-2018;0367;0
01-12-2018;0367;2
01-01-2018;5530E;0
01-02-2018;5530E;7
01-03-2018;5530E;4
01-04-2018;5530E;2
01-05-2018;5530E;4
01-06-2018;5530E;14
01-07-2018;5530E;26
01-08-2018;5530E;19
01-09-2018;5530E;7
01-10-2018;5530E;6
01-11-2018;5530E;0
01-12-2018;5530E;11
01-01-2018;5514;9
01-02-2018;5514;9
01-03-2018;5514;5
01-04-2018;5514;3
01-05-2018;5514;5
01-06-2018;5514;13
01-07-2018;5514;27
01-08-2018;5514;21
01-09-2018;5514;6
01-10-2018;5514;8
01-11-2018;5514;1
01-12-2018;5514;7
01-01-2018;9170;6
01-02-2018;9170;2
01-03-2018;9170;0
01-04-2018;9170;4
01-05-2018;9170;2
01-06-2018;9170;3
01-07-2018;9170;10
01-08-2018;9170;10
01-09-2018;9170;8
01-10-2018;9170;9
01-11-2018;9170;0
01-12-2018;9170;3
01-01-2018;C249I;0
01-02-2018;C249I;0
01-03-2018;C249I;5
01-04-2018;C249I;6
01-05-2018;C249I;1
01-06-2018;C249I;0
01-07-2018;C249I;13
01-08-2018;C249I;9
01-09-2018;C249I;9
01-10-2018;C249I;2
01-11-2018;C249I;2
01-12-2018;C249I;8
01-01-2018;C649I;6
01-02-2018;C649I;3
01-03-2018;C649I;6
01-04-2018;C649I;3
01-05-2018;C649I;1
01-06-2018;C649I;3
01-07-2018;C649I;11
01-08-2018;C649I;16
01-09-2018;C649I;5
01-10-2018;C649I;3
01-11-2018;C649I;0
01-12-2018;C649I;13
01-01-2018;C029O;8
01-02-2018;C029O;2
01-03-2018;C029O;0
01-04-2018;C029O;3
01-05-2018;C029O;1
01-06-2018;C029O;2
01-07-2018;C029O;14
01-08-2018;C029O;13
01-09-2018;C029O;10
01-10-2018;C029O;2
01-11-2018;C029O;2
01-12-2018;C029O;13
01-01-2018;2661;8
01-02-2018;2661;5
01-03-2018;2661;2
01-04-2018;2661;3
01-05-2018;2661;5
01-06-2018;2661;4
01-07-2018;2661;3
01-08-2018;2661;16
01-09-2018;2661;11
01-10-2018;2661;10
01-11-2018;2661;0
01-12-2018;2661;4
01-01-2018;9771C;0
01-02-2018;9771C;7
01-03-2018;9771C;3
01-04-2018;9771C;6
01-05-2018;9771C;1
01-06-2018;9771C;8
01-07-2018;9771C;16
01-08-2018;9771C;13
01-09-2018;9771C;13
01-10-2018;9771C;6
01-11-2018;9771C;1
01-12-2018;9771C;0
01-01-2018;3191E;10
01-02-2018;3191E;5
01-03-2018;3191E;1
01-04-2018;3191E;4
01-05-2018;3191E;1
01-06-2018;3191E;10
01-07-2018;3191E;14
01-08-2018;3191E;11
01-09-2018;3191E;7
01-10-2018;3191E;10
01-11-2018;3191E;0
01-12-2018;3191E;0
01-01-2018;3195;10
01-02-2018;3195;5
01-03-2018;3195;0
01-04-2018;3195;4
01-05-2018;3195;0
01-06-2018;3195;8
01-07-2018;3195;19
01-08-2018;3195;15
01-09-2018;3195;8
01-10-2018;3195;10
01-11-2018;3195;1
01-12-2018;3195;7
01-01-2018;3129;7
01-02-2018;3129;5
01-03-2018;3129;3
01-04-2018;3129;4
01-05-2018;3129;2
01-06-2018;3129;11
01-07-2018;3129;17
01-08-2018;3129;12
01-09-2018;3129;13
01-10-2018;3129;11
01-11-2018;3129;0
01-12-2018;3129;7
01-01-2018;3196;8
01-02-2018;3196;4
01-03-2018;3196;2
01-04-2018;3196;4
01-05-2018;3196;3
01-06-2018;3196;9
01-07-2018;3196;17
01-08-2018;3196;14
01-09-2018;3196;8
01-10-2018;3196;10
01-11-2018;3196;1
01-12-2018;3196;5
01-01-2018;3200;8
01-02-2018;3200;5
01-03-2018;3200;1
01-04-2018;3200;3
01-05-2018;3200;1
01-06-2018;3200;6
01-07-2018;3200;16
01-08-2018;3200;13
01-09-2018;3200;8
01-10-2018;3200;9
01-11-2018;3200;0
01-12-2018;3200;4
01-01-2018;3175;10
01-02-2018;3175;6
01-03-2018;3175;2
01-04-2018;3175;4
01-05-2018;3175;3
01-06-2018;3175;9
01-07-2018;3175;14
01-08-2018;3175;12
01-09-2018;3175;8
01-10-2018;3175;10
01-11-2018;3175;0
01-12-2018;3175;5
01-01-2018;2462;6
01-02-2018;2462;3
01-03-2018;2462;0
01-04-2018;2462;2
01-05-2018;2462;0
01-06-2018;2462;1
01-07-2018;2462;11
01-08-2018;2462;10
01-09-2018;2462;7
01-10-2018;2462;8
01-11-2018;2462;0
01-12-2018;2462;5
01-01-2018;6155A;9
01-02-2018;6155A;8
01-03-2018;6155A;4
01-04-2018;6155A;3
01-05-2018;6155A;11
01-06-2018;6155A;11
01-07-2018;6155A;29
01-08-2018;6155A;19
01-09-2018;6155A;10
01-10-2018;6155A;7
01-11-2018;6155A;0
01-12-2018;6155A;4
01-01-2018;6000A;6
01-02-2018;6000A;5
01-03-2018;6000A;2
01-04-2018;6000A;5
01-05-2018;6000A;6
01-06-2018;6000A;13
01-07-2018;6000A;19
01-08-2018;6000A;8
01-09-2018;6000A;2
01-10-2018;6000A;6
01-11-2018;6000A;6
01-12-2018;6000A;6
01-01-2018;7178I;9
01-02-2018;7178I;5
01-03-2018;7178I;4
01-04-2018;7178I;5
01-05-2018;7178I;2
01-06-2018;7178I;13
01-07-2018;7178I;22
01-08-2018;7178I;9
01-09-2018;7178I;3
01-10-2018;7178I;6
01-11-2018;7178I;1
01-12-2018;7178I;7
01-01-2018;7228;9
01-02-2018;7228;7
01-03-2018;7228;4
01-04-2018;7228;5
01-05-2018;7228;4
01-06-2018;7228;14
01-07-2018;7228;25
01-08-2018;7228;12
01-09-2018;7228;6
01-10-2018;7228;8
01-11-2018;7228;6
01-12-2018;7228;9
01-01-2018;9263D;3
01-02-2018;9263D;4
01-03-2018;9263D;0
01-04-2018;9263D;4
01-05-2018;9263D;1
01-06-2018;9263D;5
01-07-2018;9263D;5
01-08-2018;9263D;13
01-09-2018;9263D;7
01-10-2018;9263D;9
01-11-2018;9263D;0
01-12-2018;9263D;3
01-01-2018;1484C;3
01-02-2018;1484C;7
01-03-2018;1484C;1
01-04-2018;1484C;4
01-05-2018;1484C;10
01-06-2018;1484C;7
01-07-2018;1484C;7
01-08-2018;1484C;18
01-09-2018;1484C;12
01-10-2018;1484C;11
01-11-2018;1484C;3
01-12-2018;1484C;3
01-01-2018;1495;3
01-02-2018;1495;7
01-03-2018;1495;1
01-04-2018;1495;5
01-05-2018;1495;10
01-06-2018;1495;8
01-07-2018;1495;7
01-08-2018;1495;16
01-09-2018;1495;14
01-10-2018;1495;9
01-11-2018;1495;2
01-12-2018;1495;3
01-01-2018;2867;7
01-02-2018;2867;5
01-03-2018;2867;1
01-04-2018;2867;3
01-05-2018;2867;5
01-06-2018;2867;6
01-07-2018;2867;13
01-08-2018;2867;14
01-09-2018;2867;11
01-10-2018;2867;9
01-11-2018;2867;0
01-12-2018;2867;2
01-01-2018;C929I;8
01-02-2018;C929I;4
01-03-2018;C929I;8
01-04-2018;C929I;0
01-05-2018;C929I;0
01-06-2018;C929I;4
01-07-2018;C929I;5
01-08-2018;C929I;3
01-09-2018;C929I;5
01-10-2018;C929I;4
01-11-2018;C929I;4
01-12-2018;C929I;11
01-01-2018;C139E;0
01-02-2018;C139E;1
01-03-2018;C139E;2
01-04-2018;C139E;2
01-05-2018;C139E;0
01-06-2018;C139E;0
01-07-2018;C139E;0
01-08-2018;C139E;4
01-09-2018;C139E;4
01-10-2018;C139E;0
01-11-2018;C139E;3
01-12-2018;C139E;6
01-01-2018;C449C;6
01-02-2018;C449C;1
01-03-2018;C449C;0
01-04-2018;C449C;0
01-05-2018;C449C;0
01-06-2018;C449C;13
01-07-2018;C449C;0
01-08-2018;C449C;21
01-09-2018;C449C;16
01-10-2018;C449C;2
01-11-2018;C449C;3
01-12-2018;C449C;15
01-01-2018;C447A;3
01-02-2018;C447A;1
01-03-2018;C447A;7
01-04-2018;C447A;1
01-05-2018;C447A;0
01-06-2018;C447A;4
01-07-2018;C447A;3
01-08-2018;C447A;0
01-09-2018;C447A;5
01-10-2018;C447A;0
01-11-2018;C447A;0
01-12-2018;C447A;0
01-01-2018;C429I;13
01-02-2018;C429I;4
01-03-2018;C429I;8
01-04-2018;C429I;6
01-05-2018;C429I;6
01-06-2018;C429I;3
01-07-2018;C429I;26
01-08-2018;C429I;19
01-09-2018;C429I;10
01-10-2018;C429I;3
01-11-2018;C429I;5
01-12-2018;C429I;20
01-01-2018;5796;6
01-02-2018;5796;7
01-03-2018;5796;4
01-04-2018;5796;2
01-05-2018;5796;5
01-06-2018;5796;8
01-07-2018;5796;27
01-08-2018;5796;0
01-09-2018;5796;9
01-10-2018;5796;8
01-11-2018;5796;1
01-12-2018;5796;9
01-01-2018;5783;8
01-02-2018;5783;10
01-03-2018;5783;6
01-04-2018;5783;4
01-05-2018;5783;5
01-06-2018;5783;11
01-07-2018;5783;22
01-08-2018;5783;22
01-09-2018;5783;15
01-10-2018;5783;9
01-11-2018;5783;1
01-12-2018;5783;10
01-01-2018;0016A;11
01-02-2018;0016A;5
01-03-2018;0016A;0
01-04-2018;0016A;3
01-05-2018;0016A;1
01-06-2018;0016A;6
