FECHA;INDICATIVO;TEMP_inf_0
01-01-2023;1387;0
01-02-2023;1387;0
01-03-2023;1387;0
01-04-2023;1387;0
01-05-2023;1387;0
01-06-2023;1387;0
01-07-2023;1387;0
01-08-2023;1387;0
01-09-2023;1387;0
01-10-2023;1387;0
01-11-2023;1387;0
01-12-2023;1387;0
01-01-2023;1387E;4
01-02-2023;1387E;11
01-03-2023;1387E;3
01-04-2023;1387E;0
01-05-2023;1387E;0
01-06-2023;1387E;0
01-07-2023;1387E;0
01-08-2023;1387E;0
01-09-2023;1387E;0
01-10-2023;1387E;0
01-11-2023;1387E;0
01-12-2023;1387E;0
01-01-2023;1428;2
01-02-2023;1428;6
01-03-2023;1428;3
01-04-2023;1428;0
01-05-2023;1428;0
01-06-2023;1428;0
01-07-2023;1428;0
01-08-2023;1428;0
01-09-2023;1428;0
01-10-2023;1428;0
01-11-2023;1428;0
01-12-2023;1428;2
01-01-2023;8175;19
01-02-2023;8175;17
01-03-2023;8175;5
01-04-2023;8175;0
01-05-2023;8175;0
01-06-2023;8175;0
01-07-2023;8175;0
01-08-2023;8175;0
01-09-2023;8175;0
01-10-2023;8175;0
01-11-2023;8175;4
01-12-2023;8175;18
01-01-2023;8178D;15
01-02-2023;8178D;14
01-03-2023;8178D;5
01-04-2023;8178D;0
01-05-2023;8178D;0
01-06-2023;8178D;0
01-07-2023;8178D;0
01-08-2023;8178D;0
01-09-2023;8178D;0
01-10-2023;8178D;0
01-11-2023;8178D;0
01-12-2023;8178D;11
01-01-2023;8025;0
01-02-2023;8025;0
01-03-2023;8025;0
01-04-2023;8025;0
01-05-2023;8025;0
01-06-2023;8025;0
01-07-2023;8025;0
01-08-2023;8025;0
01-09-2023;8025;0
01-10-2023;8025;0
01-11-2023;8025;0
01-12-2023;8025;0
01-01-2023;8019;0
01-02-2023;8019;0
01-03-2023;8019;0
01-04-2023;8019;0
01-05-2023;8019;0
01-06-2023;8019;0
01-07-2023;8019;0
01-08-2023;8019;0
01-09-2023;8019;0
01-10-2023;8019;0
01-11-2023;8019;0
01-12-2023;8019;0
01-01-2023;6325O;0
01-02-2023;6325O;0
01-03-2023;6325O;0
01-04-2023;6325O;0
01-05-2023;6325O;0
01-06-2023;6325O;0
01-07-2023;6325O;0
01-08-2023;6325O;0
01-09-2023;6325O;0
01-10-2023;6325O;0
01-11-2023;6325O;0
01-12-2023;6325O;0
01-01-2023;9091O;10
01-02-2023;9091O;20
01-03-2023;9091O;7
01-04-2023;9091O;5
01-05-2023;9091O;0
01-06-2023;9091O;0
01-07-2023;9091O;0
01-08-2023;9091O;0
01-09-2023;9091O;0
01-10-2023;9091O;0
01-11-2023;9091O;0
01-12-2023;9091O;9
01-01-2023;1212E;0
01-02-2023;1212E;0
01-03-2023;1212E;0
01-04-2023;1212E;0
01-05-2023;1212E;0
01-06-2023;1212E;0
01-07-2023;1212E;0
01-08-2023;1212E;0
01-09-2023;1212E;0
01-10-2023;1212E;0
01-11-2023;1212E;0
01-12-2023;1212E;0
01-01-2023;1208H;0
01-02-2023;1208H;0
01-03-2023;1208H;0
01-04-2023;1208H;0
01-05-2023;1208H;0
01-06-2023;1208H;0
01-07-2023;1208H;0
01-08-2023;1208H;0
01-09-2023;1208H;0
01-10-2023;1208H;0
01-11-2023;1208H;0
01-12-2023;1208H;0
01-01-2023;2444;21
01-02-2023;2444;17
01-03-2023;2444;5
01-04-2023;2444;2
01-05-2023;2444;0
01-06-2023;2444;0
01-07-2023;2444;0
01-08-2023;2444;0
01-09-2023;2444;0
01-10-2023;2444;0
01-11-2023;2444;3
01-12-2023;2444;19
01-01-2023;4452;5
01-02-2023;4452;7
01-03-2023;4452;3
01-04-2023;4452;0
01-05-2023;4452;0
01-06-2023;4452;0
01-07-2023;4452;0
01-08-2023;4452;0
01-09-2023;4452;0
01-10-2023;4452;0
01-11-2023;4452;0
01-12-2023;4452;4
01-01-2023;B954;0
01-02-2023;B954;0
01-03-2023;B954;0
01-04-2023;B954;0
01-05-2023;B954;0
01-06-2023;B954;0
01-07-2023;B954;0
01-08-2023;B954;0
01-09-2023;B954;0
01-10-2023;B954;0
01-11-2023;B954;0
01-12-2023;B954;0
01-01-2023;B893;0
01-02-2023;B893;0
01-03-2023;B893;0
01-04-2023;B893;0
01-05-2023;B893;0
01-06-2023;B893;0
01-07-2023;B893;0
01-08-2023;B893;0
01-09-2023;B893;0
01-10-2023;B893;0
01-11-2023;B893;0
01-12-2023;B893;0
01-01-2023;B278;2
01-02-2023;B278;5
01-03-2023;B278;0
01-04-2023;B278;0
01-05-2023;B278;0
01-06-2023;B278;0
01-07-2023;B278;0
01-08-2023;B278;0
01-09-2023;B278;0
01-10-2023;B278;0
01-11-2023;B278;0
01-12-2023;B278;0
01-01-2023;B228;0
01-02-2023;B228;0
01-03-2023;B228;0
01-04-2023;B228;0
01-05-2023;B228;0
01-06-2023;B228;0
01-07-2023;B228;0
01-08-2023;B228;0
01-09-2023;B228;0
01-10-2023;B228;0
01-11-2023;B228;0
01-12-2023;B228;0
01-01-2023;0200E;0
01-02-2023;0200E;1
01-03-2023;0200E;0
01-04-2023;0200E;0
01-05-2023;0200E;0
01-06-2023;0200E;0
01-07-2023;0200E;0
01-08-2023;0200E;0
01-09-2023;0200E;0
01-10-2023;0200E;0
01-11-2023;0200E;0
01-12-2023;0200E;0
01-01-2023;0076;1
01-02-2023;0076;0
01-03-2023;0076;0
01-04-2023;0076;0
01-05-2023;0076;0
01-06-2023;0076;0
01-07-2023;0076;0
01-08-2023;0076;0
01-09-2023;0076;0
01-10-2023;0076;0
01-11-2023;0076;0
01-12-2023;0076;0
01-01-2023;1082;2
01-02-2023;1082;5
01-03-2023;1082;1
01-04-2023;1082;0
01-05-2023;1082;0
01-06-2023;1082;0
01-07-2023;1082;0
01-08-2023;1082;0
01-09-2023;1082;0
01-10-2023;1082;0
01-11-2023;1082;0
01-12-2023;1082;0
01-01-2023;2331;19
01-02-2023;2331;23
01-03-2023;2331;9
01-04-2023;2331;10
01-05-2023;2331;0
01-06-2023;2331;0
01-07-2023;2331;0
01-08-2023;2331;0
01-09-2023;2331;0
01-10-2023;2331;0
01-11-2023;2331;2
01-12-2023;2331;13
01-01-2023;3469A;7
01-02-2023;3469A;5
01-03-2023;3469A;3
01-04-2023;3469A;0
01-05-2023;3469A;0
01-06-2023;3469A;0
01-07-2023;3469A;0
01-08-2023;3469A;0
01-09-2023;3469A;0
01-10-2023;3469A;0
01-11-2023;3469A;0
01-12-2023;3469A;3
01-01-2023;5973;0
01-02-2023;5973;0
01-03-2023;5973;0
01-04-2023;5973;0
01-05-2023;5973;0
01-06-2023;5973;0
01-07-2023;5973;0
01-08-2023;5973;0
01-09-2023;5973;0
01-10-2023;5973;0
01-11-2023;5973;0
01-12-2023;5973;0
01-01-2023;5960;3
01-02-2023;5960;3
01-03-2023;5960;3
01-04-2023;5960;0
01-05-2023;5960;0
01-06-2023;5960;0
01-07-2023;5960;0
01-08-2023;5960;0
01-09-2023;5960;0
01-10-2023;5960;0
01-11-2023;5960;0
01-12-2023;5960;0
01-01-2023;5910;1
01-02-2023;5910;0
01-03-2023;5910;0
01-04-2023;5910;0
01-05-2023;5910;0
01-06-2023;5910;0
01-07-2023;5910;0
01-08-2023;5910;0
01-09-2023;5910;0
01-10-2023;5910;0
01-11-2023;5910;0
01-12-2023;5910;0
01-01-2023;6001;0
01-02-2023;6001;0
01-03-2023;6001;0
01-04-2023;6001;0
01-05-2023;6001;0
01-06-2023;6001;0
01-07-2023;6001;0
01-08-2023;6001;0
01-09-2023;6001;0
01-10-2023;6001;0
01-11-2023;6001;0
01-12-2023;6001;0
01-01-2023;1111;0
01-02-2023;1111;0
01-03-2023;1111;0
01-04-2023;1111;0
01-05-2023;1111;0
01-06-2023;1111;0
01-07-2023;1111;0
01-08-2023;1111;0
01-09-2023;1111;0
01-10-2023;1111;0
01-11-2023;1111;0
01-12-2023;1111;0
01-01-2023;1109;0
01-02-2023;1109;1
01-03-2023;1109;0
01-04-2023;1109;0
01-05-2023;1109;0
01-06-2023;1109;0
01-07-2023;1109;0
01-08-2023;1109;0
01-09-2023;1109;0
01-10-2023;1109;0
01-11-2023;1109;0
01-12-2023;1109;0
01-01-2023;8500A;0
01-02-2023;8500A;0
01-03-2023;8500A;0
01-04-2023;8500A;0
01-05-2023;8500A;0
01-06-2023;8500A;0
01-07-2023;8500A;0
01-08-2023;8500A;0
01-09-2023;8500A;0
01-10-2023;8500A;0
01-11-2023;8500A;0
01-12-2023;8500A;0
01-01-2023;5000C;0
01-02-2023;5000C;0
01-03-2023;5000C;0
01-04-2023;5000C;0
01-05-2023;5000C;0
01-06-2023;5000C;0
01-07-2023;5000C;0
01-08-2023;5000C;0
01-09-2023;5000C;0
01-10-2023;5000C;0
01-11-2023;5000C;0
01-12-2023;5000C;0
01-01-2023;4121;11
01-02-2023;4121;12
01-03-2023;4121;4
01-04-2023;4121;0
01-05-2023;4121;0
01-06-2023;4121;0
01-07-2023;4121;0
01-08-2023;4121;0
01-09-2023;4121;0
01-10-2023;4121;0
01-11-2023;4121;1
