FECHA;INDICATIVO;TEMP_sup_30
01-01-2023;1387;0
01-02-2023;1387;0
01-03-2023;1387;0
01-04-2023;1387;0
01-05-2023;1387;0
01-06-2023;1387;1
01-07-2023;1387;0
01-08-2023;1387;1
01-09-2023;1387;2
01-10-2023;1387;1
01-11-2023;1387;0
01-12-2023;1387;0
01-01-2023;1387E;0
01-02-2023;1387E;0
01-03-2023;1387E;0
01-04-2023;1387E;0
01-05-2023;1387E;0
01-06-2023;1387E;2
01-07-2023;1387E;0
01-08-2023;1387E;0
01-09-2023;1387E;2
01-10-2023;1387E;2
01-11-2023;1387E;0
01-12-2023;1387E;0
01-01-2023;1428;0
01-02-2023;1428;0
01-03-2023;1428;0
01-04-2023;1428;0
01-05-2023;1428;0
01-06-2023;1428;2
01-07-2023;1428;0
01-08-2023;1428;4
01-09-2023;1428;1
01-10-2023;1428;4
01-11-2023;1428;0
01-12-2023;1428;0
01-01-2023;8175;0
01-02-2023;8175;0
01-03-2023;8175;0
01-04-2023;8175;3
01-05-2023;8175;3
01-06-2023;8175;11
01-07-2023;8175;31
01-08-2023;8175;28
01-09-2023;8175;12
01-10-2023;8175;8
01-11-2023;8175;0
01-12-2023;8175;0
01-01-2023;8178D;0
01-02-2023;8178D;0
01-03-2023;8178D;0
01-04-2023;8178D;3
01-05-2023;8178D;2
01-06-2023;8178D;11
01-07-2023;8178D;31
01-08-2023;8178D;27
01-09-2023;8178D;9
01-10-2023;8178D;7
01-11-2023;8178D;0
01-12-2023;8178D;0
01-01-2023;8025;0
01-02-2023;8025;0
01-03-2023;8025;2
01-04-2023;8025;1
01-05-2023;8025;0
01-06-2023;8025;12
01-07-2023;8025;28
01-08-2023;8025;28
01-09-2023;8025;4
01-10-2023;8025;2
01-11-2023;8025;0
01-12-2023;8025;0
01-01-2023;8019;0
01-02-2023;8019;0
01-03-2023;8019;2
01-04-2023;8019;1
01-05-2023;8019;0
01-06-2023;8019;15
01-07-2023;8019;31
01-08-2023;8019;28
01-09-2023;8019;3
01-10-2023;8019;2
01-11-2023;8019;1
01-12-2023;8019;0
01-01-2023;6325O;0
01-02-2023;6325O;0
01-03-2023;6325O;0
01-04-2023;6325O;0
01-05-2023;6325O;0
01-06-2023;6325O;11
01-07-2023;6325O;26
01-08-2023;6325O;31
01-09-2023;6325O;17
01-10-2023;6325O;6
01-11-2023;6325O;0
01-12-2023;6325O;0
01-01-2023;9091O;0
01-02-2023;9091O;0
01-03-2023;9091O;0
01-04-2023;9091O;0
01-05-2023;9091O;0
01-06-2023;9091O;3
01-07-2023;9091O;7
01-08-2023;9091O;12
01-09-2023;9091O;8
01-10-2023;9091O;5
01-11-2023;9091O;0
01-12-2023;9091O;0
01-01-2023;1212E;0
01-02-2023;1212E;0
01-03-2023;1212E;0
01-04-2023;1212E;0
01-05-2023;1212E;0
01-06-2023;1212E;1
01-07-2023;1212E;0
01-08-2023;1212E;1
01-09-2023;1212E;1
01-10-2023;1212E;1
01-11-2023;1212E;0
01-12-2023;1212E;0
01-01-2023;1208H;0
01-02-2023;1208H;0
01-03-2023;1208H;0
01-04-2023;1208H;0
01-05-2023;1208H;0
01-06-2023;1208H;0
01-07-2023;1208H;0
01-08-2023;1208H;0
01-09-2023;1208H;1
01-10-2023;1208H;0
01-11-2023;1208H;0
01-12-2023;1208H;0
01-01-2023;2444;0
01-02-2023;2444;0
01-03-2023;2444;0
01-04-2023;2444;0
01-05-2023;2444;0
01-06-2023;2444;5
01-07-2023;2444;19
01-08-2023;2444;20
01-09-2023;2444;0
01-10-2023;2444;0
01-11-2023;2444;0
01-12-2023;2444;0
01-01-2023;4452;0
01-02-2023;4452;0
01-03-2023;4452;0
01-04-2023;4452;8
01-05-2023;4452;8
01-06-2023;4452;21
01-07-2023;4452;31
01-08-2023;4452;31
01-09-2023;4452;14
01-10-2023;4452;12
01-11-2023;4452;0
01-12-2023;4452;0
01-01-2023;B954;0
01-02-2023;B954;0
01-03-2023;B954;0
01-04-2023;B954;0
01-05-2023;B954;0
01-06-2023;B954;7
01-07-2023;B954;27
01-08-2023;B954;21
01-09-2023;B954;2
01-10-2023;B954;0
01-11-2023;B954;0
01-12-2023;B954;0
01-01-2023;B893;0
01-02-2023;B893;0
01-03-2023;B893;0
01-04-2023;B893;0
01-05-2023;B893;0
01-06-2023;B893;5
01-07-2023;B893;18
01-08-2023;B893;17
01-09-2023;B893;1
01-10-2023;B893;0
01-11-2023;B893;0
01-12-2023;B893;0
01-01-2023;B278;0
01-02-2023;B278;0
01-03-2023;B278;0
01-04-2023;B278;1
01-05-2023;B278;0
01-06-2023;B278;13
01-07-2023;B278;28
01-08-2023;B278;23
01-09-2023;B278;11
01-10-2023;B278;2
01-11-2023;B278;0
01-12-2023;B278;0
01-01-2023;B228;0
01-02-2023;B228;0
01-03-2023;B228;0
01-04-2023;B228;0
01-05-2023;B228;0
01-06-2023;B228;12
01-07-2023;B228;25
01-08-2023;B228;21
01-09-2023;B228;9
01-10-2023;B228;1
01-11-2023;B228;0
01-12-2023;B228;0
01-01-2023;0200E;0
01-02-2023;0200E;0
01-03-2023;0200E;0
01-04-2023;0200E;0
01-05-2023;0200E;0
01-06-2023;0200E;8
01-07-2023;0200E;20
01-08-2023;0200E;19
01-09-2023;0200E;2
01-10-2023;0200E;0
01-11-2023;0200E;0
01-12-2023;0200E;0
01-01-2023;0076;0
01-02-2023;0076;0
01-03-2023;0076;0
01-04-2023;0076;0
01-05-2023;0076;0
01-06-2023;0076;0
01-07-2023;0076;9
01-08-2023;0076;14
01-09-2023;0076;1
01-10-2023;0076;0
01-11-2023;0076;0
01-12-2023;0076;0
01-01-2023;1082;0
01-02-2023;1082;0
01-03-2023;1082;1
01-04-2023;1082;0
01-05-2023;1082;1
01-06-2023;1082;2
01-07-2023;1082;3
01-08-2023;1082;9
01-09-2023;1082;9
01-10-2023;1082;7
01-11-2023;1082;0
01-12-2023;1082;0
01-01-2023;2331;0
01-02-2023;2331;0
01-03-2023;2331;0
01-04-2023;2331;0
01-05-2023;2331;0
01-06-2023;2331;2
01-07-2023;2331;12
01-08-2023;2331;18
01-09-2023;2331;4
01-10-2023;2331;5
01-11-2023;2331;0
01-12-2023;2331;0
01-01-2023;3469A;0
01-02-2023;3469A;0
01-03-2023;3469A;0
01-04-2023;3469A;3
01-05-2023;3469A;4
01-06-2023;3469A;15
01-07-2023;3469A;31
01-08-2023;3469A;30
01-09-2023;3469A;13
01-10-2023;3469A;12
01-11-2023;3469A;0
01-12-2023;3469A;0
01-01-2023;5973;0
01-02-2023;5973;0
01-03-2023;5973;0
01-04-2023;5973;0
01-05-2023;5973;0
01-06-2023;5973;8
01-07-2023;5973;6
01-08-2023;5973;15
01-09-2023;5973;1
01-10-2023;5973;2
01-11-2023;5973;0
01-12-2023;5973;0
01-01-2023;5960;0
01-02-2023;5960;0
01-03-2023;5960;0
01-04-2023;5960;9
01-05-2023;5960;9
01-06-2023;5960;19
01-07-2023;5960;30
01-08-2023;5960;0
01-09-2023;5960;16
01-10-2023;5960;13
01-11-2023;5960;0
01-12-2023;5960;0
01-01-2023;5910;0
01-02-2023;5910;0
01-03-2023;5910;0
01-04-2023;5910;4
01-05-2023;5910;2
01-06-2023;5910;10
01-07-2023;5910;20
01-08-2023;5910;23
01-09-2023;5910;6
01-10-2023;5910;12
01-11-2023;5910;0
01-12-2023;5910;0
01-01-2023;6001;0
01-02-2023;6001;0
01-03-2023;6001;0
01-04-2023;6001;0
01-05-2023;6001;0
01-06-2023;6001;0
01-07-2023;6001;3
01-08-2023;6001;3
01-09-2023;6001;0
01-10-2023;6001;0
01-11-2023;6001;0
01-12-2023;6001;0
01-01-2023;1111;0
01-02-2023;1111;0
01-03-2023;1111;0
01-04-2023;1111;0
01-05-2023;1111;1
01-06-2023;1111;0
01-07-2023;1111;0
01-08-2023;1111;1
01-09-2023;1111;2
01-10-2023;1111;1
01-11-2023;1111;0
01-12-2023;1111;0
01-01-2023;1109;0
01-02-2023;1109;0
01-03-2023;1109;0
01-04-2023;1109;0
01-05-2023;1109;1
01-06-2023;1109;1
01-07-2023;1109;0
01-08-2023;1109;3
01-09-2023;1109;4
01-10-2023;1109;2
01-11-2023;1109;0
01-12-2023;1109;0
01-01-2023;8500A;0
01-02-2023;8500A;0
01-03-2023;8500A;1
01-04-2023;8500A;0
01-05-2023;8500A;0
01-06-2023;8500A;11
01-07-2023;8500A;28
01-08-2023;8500A;26
01-09-2023;8500A;5
01-10-2023;8500A;1
01-11-2023;8500A;0
01-12-2023;8500A;0
01-01-2023;5000C;0
01-02-2023;5000C;0
01-03-2023;5000C;0
01-04-2023;5000C;0
01-05-2023;5000C;1
01-06-2023;5000C;3
01-07-2023;5000C;20
01-08-2023;5000C;12
01-09-2023;5000C;0
01-10-2023;5000C;0
01-11-2023;5000C;0
01-12-2023;5000C;0
01-01-2023;4121;0
01-02-2023;4121;0
01-03-2023;4121;0
01-04-2023;4121;4
01-05-2023;4121;6
01-06-2023;4121;19
01-07-2023;4121;31
01-08-2023;4121;29
01-09-2023;4121;13
01-10-2023;4121;8
01-11-2023;4121;0
