FECHA;INDICATIVO;LLUVIA_sup_1mm
01-01-2022;1387;7
01-02-2022;1387;8
01-03-2022;1387;14
01-04-2022;1387;10
01-05-2022;1387;6
01-06-2022;1387;10
01-07-2022;1387;1
01-08-2022;1387;2
01-09-2022;1387;11
01-10-2022;1387;15
01-11-2022;1387;20
01-12-2022;1387;16
01-01-2022;1387E;6
01-02-2022;1387E;5
01-03-2022;1387E;13
01-04-2022;1387E;10
01-05-2022;1387E;6
01-06-2022;1387E;9
01-07-2022;1387E;1
01-08-2022;1387E;2
01-09-2022;1387E;11
01-10-2022;1387E;15
01-11-2022;1387E;20
01-12-2022;1387E;13
01-01-2022;1428;7
01-02-2022;1428;8
01-03-2022;1428;12
01-04-2022;1428;11
01-05-2022;1428;9
01-06-2022;1428;14
01-07-2022;1428;3
01-08-2022;1428;2
01-09-2022;1428;10
01-10-2022;1428;19
01-11-2022;1428;21
01-12-2022;1428;20
01-01-2022;8175;0
01-02-2022;8175;2
01-03-2022;8175;12
01-04-2022;8175;12
01-05-2022;8175;3
01-06-2022;8175;1
01-07-2022;8175;2
01-08-2022;8175;4
01-09-2022;8175;4
01-10-2022;8175;4
01-11-2022;8175;6
01-12-2022;8175;12
01-01-2022;8178D;0
01-02-2022;8178D;3
01-03-2022;8178D;11
01-04-2022;8178D;11
01-05-2022;8178D;2
01-06-2022;8178D;2
01-07-2022;8178D;2
01-08-2022;8178D;6
01-09-2022;8178D;3
01-10-2022;8178D;3
01-11-2022;8178D;7
01-12-2022;8178D;11
01-01-2022;8025;3
01-02-2022;8025;1
01-03-2022;8025;14
01-04-2022;8025;8
01-05-2022;8025;1
01-06-2022;8025;1
01-07-2022;8025;0
01-08-2022;8025;0
01-09-2022;8025;5
01-10-2022;8025;1
01-11-2022;8025;3
01-12-2022;8025;5
01-01-2022;8019;5
01-02-2022;8019;2
01-03-2022;8019;13
01-04-2022;8019;8
01-05-2022;8019;2
01-06-2022;8019;1
01-07-2022;8019;0
01-08-2022;8019;0
01-09-2022;8019;4
01-10-2022;8019;1
01-11-2022;8019;4
01-12-2022;8019;6
01-01-2022;6325O;2
01-02-2022;6325O;2
01-03-2022;6325O;11
01-04-2022;6325O;6
01-05-2022;6325O;2
01-06-2022;6325O;0
01-07-2022;6325O;0
01-08-2022;6325O;0
01-09-2022;6325O;0
01-10-2022;6325O;0
01-11-2022;6325O;2
01-12-2022;6325O;5
01-01-2022;9091O;8
01-02-2022;9091O;2
01-03-2022;9091O;13
01-04-2022;9091O;12
01-05-2022;9091O;4
01-06-2022;9091O;6
01-07-2022;9091O;1
01-08-2022;9091O;2
01-09-2022;9091O;3
01-10-2022;9091O;5
01-11-2022;9091O;12
01-12-2022;9091O;7
01-01-2022;1212E;8
01-02-2022;1212E;6
01-03-2022;1212E;12
01-04-2022;1212E;10
01-05-2022;1212E;5
01-06-2022;1212E;10
01-07-2022;1212E;4
01-08-2022;1212E;7
01-09-2022;1212E;6
01-10-2022;1212E;5
01-11-2022;1212E;14
01-12-2022;1212E;16
01-01-2022;1208H;8
01-02-2022;1208H;6
01-03-2022;1208H;12
01-04-2022;1208H;10
01-05-2022;1208H;7
01-06-2022;1208H;10
01-07-2022;1208H;3
01-08-2022;1208H;8
01-09-2022;1208H;7
01-10-2022;1208H;7
01-11-2022;1208H;16
01-12-2022;1208H;13
01-01-2022;1249I;6
01-02-2022;1249I;7
01-03-2022;1249I;11
01-04-2022;1249I;12
01-05-2022;1249I;8
01-06-2022;1249I;15
01-07-2022;1249I;6
01-08-2022;1249I;8
01-09-2022;1249I;8
01-10-2022;1249I;7
01-11-2022;1249I;13
01-12-2022;1249I;13
01-01-2022;2444;2
01-02-2022;2444;1
01-03-2022;2444;14
01-04-2022;2444;6
01-05-2022;2444;5
01-06-2022;2444;2
01-07-2022;2444;0
01-08-2022;2444;1
01-09-2022;2444;5
01-10-2022;2444;8
01-11-2022;2444;10
01-12-2022;2444;9
01-01-2022;4452;1
01-02-2022;4452;1
01-03-2022;4452;12
01-04-2022;4452;5
01-05-2022;4452;0
01-06-2022;4452;1
01-07-2022;4452;0
01-08-2022;4452;0
01-09-2022;4452;3
01-10-2022;4452;7
01-11-2022;4452;10
01-12-2022;4452;15
01-01-2022;B954;2
01-02-2022;B954;0
01-03-2022;B954;13
01-04-2022;B954;9
01-05-2022;B954;2
01-06-2022;B954;1
01-07-2022;B954;0
01-08-2022;B954;2
01-09-2022;B954;4
01-10-2022;B954;3
01-11-2022;B954;6
01-12-2022;B954;6
01-01-2022;B893;2
01-02-2022;B893;3
01-03-2022;B893;10
01-04-2022;B893;4
01-05-2022;B893;2
01-06-2022;B893;0
01-07-2022;B893;0
01-08-2022;B893;3
01-09-2022;B893;6
01-10-2022;B893;3
01-11-2022;B893;8
01-12-2022;B893;8
01-01-2022;B278;2
01-02-2022;B278;0
01-03-2022;B278;11
01-04-2022;B278;5
01-05-2022;B278;2
01-06-2022;B278;1
01-07-2022;B278;0
01-08-2022;B278;3
01-09-2022;B278;3
01-10-2022;B278;2
01-11-2022;B278;6
01-12-2022;B278;6
01-01-2022;B228;2
01-02-2022;B228;0
01-03-2022;B228;11
01-04-2022;B228;8
01-05-2022;B228;1
01-06-2022;B228;1
01-07-2022;B228;0
01-08-2022;B228;1
01-09-2022;B228;3
01-10-2022;B228;2
01-11-2022;B228;5
01-12-2022;B228;5
01-01-2022;0200E;2
01-02-2022;0200E;0
01-03-2022;0200E;12
01-04-2022;0200E;5
01-05-2022;0200E;2
01-06-2022;0200E;2
01-07-2022;0200E;1
01-08-2022;0200E;6
01-09-2022;0200E;4
01-10-2022;0200E;1
01-11-2022;0200E;1
01-12-2022;0200E;8
01-01-2022;0076;1
01-02-2022;0076;1
01-03-2022;0076;9
01-04-2022;0076;3
01-05-2022;0076;2
01-06-2022;0076;1
01-07-2022;0076;1
01-08-2022;0076;7
01-09-2022;0076;1
01-10-2022;0076;1
01-11-2022;0076;3
01-12-2022;0076;4
01-01-2022;1082;11
01-02-2022;1082;8
01-03-2022;1082;14
01-04-2022;1082;10
01-05-2022;1082;5
01-06-2022;1082;12
01-07-2022;1082;2
01-08-2022;1082;7
01-09-2022;1082;8
01-10-2022;1082;2
01-11-2022;1082;15
01-12-2022;1082;10
