FECHA;INDICATIVO;VIENTO_sup_55
01-01-2022;1387;1
01-02-2022;1387;3
01-03-2022;1387;0
01-04-2022;1387;0
01-05-2022;1387;0
01-06-2022;1387;0
01-07-2022;1387;0
01-08-2022;1387;0
01-09-2022;1387;4
01-10-2022;1387;12
01-11-2022;1387;10
01-12-2022;1387;9
01-01-2022;1387E;4
01-02-2022;1387E;1
01-03-2022;1387E;0
01-04-2022;1387E;0
01-05-2022;1387E;2
01-06-2022;1387E;0
01-07-2022;1387E;0
01-08-2022;1387E;0
01-09-2022;1387E;3
01-10-2022;1387E;13
01-11-2022;1387E;0
01-12-2022;1387E;10
01-01-2022;1428;2
01-02-2022;1428;0
01-03-2022;1428;2
01-04-2022;1428;3
01-05-2022;1428;0
01-06-2022;1428;0
01-07-2022;1428;0
01-08-2022;1428;0
01-09-2022;1428;0
01-10-2022;1428;11
01-11-2022;1428;6
01-12-2022;1428;0
01-01-2022;8175;0
01-02-2022;8175;0
01-03-2022;8175;0
01-04-2022;8175;0
01-05-2022;8175;1
01-06-2022;8175;0
01-07-2022;8175;1
01-08-2022;8175;6
01-09-2022;8175;0
01-10-2022;8175;0
01-11-2022;8175;0
01-12-2022;8175;4
01-01-2022;8178D;1
01-02-2022;8178D;0
01-03-2022;8178D;0
01-04-2022;8178D;0
01-05-2022;8178D;0
01-06-2022;8178D;0
01-07-2022;8178D;1
01-08-2022;8178D;1
01-09-2022;8178D;0
01-10-2022;8178D;0
01-11-2022;8178D;0
01-12-2022;8178D;0
01-01-2022;8025;3
01-02-2022;8025;0
01-03-2022;8025;0
01-04-2022;8025;1
01-05-2022;8025;0
01-06-2022;8025;0
01-07-2022;8025;0
01-08-2022;8025;0
01-09-2022;8025;0
01-10-2022;8025;0
01-11-2022;8025;1
01-12-2022;8025;0
01-01-2022;8019;4
01-02-2022;8019;3
01-03-2022;8019;7
01-04-2022;8019;7
01-05-2022;8019;0
01-06-2022;8019;0
01-07-2022;8019;0
01-08-2022;8019;1
01-09-2022;8019;0
01-10-2022;8019;0
01-11-2022;8019;9
01-12-2022;8019;2
01-01-2022;6325O;6
01-02-2022;6325O;5
01-03-2022;6325O;0
01-04-2022;6325O;8
01-05-2022;6325O;0
01-06-2022;6325O;0
01-07-2022;6325O;0
01-08-2022;6325O;6
01-09-2022;6325O;0
01-10-2022;6325O;2
01-11-2022;6325O;0
01-12-2022;6325O;0
01-01-2022;9091O;1
01-02-2022;9091O;3
01-03-2022;9091O;6
01-04-2022;9091O;6
01-05-2022;9091O;1
01-06-2022;9091O;2
01-07-2022;9091O;0
01-08-2022;9091O;2
01-09-2022;9091O;0
01-10-2022;9091O;6
01-11-2022;9091O;6
01-12-2022;9091O;3
01-01-2022;1212E;2
01-02-2022;1212E;2
01-03-2022;1212E;3
01-04-2022;1212E;0
01-05-2022;1212E;0
01-06-2022;1212E;3
01-07-2022;1212E;0
01-08-2022;1212E;2
01-09-2022;1212E;0
01-10-2022;1212E;3
01-11-2022;1212E;12
01-12-2022;1212E;0
01-01-2022;1249I;2
01-02-2022;1249I;2
01-03-2022;1249I;2
01-04-2022;1249I;0
01-05-2022;1249I;0
01-06-2022;1249I;1
01-07-2022;1249I;0
01-08-2022;1249I;0
01-09-2022;1249I;0
01-10-2022;1249I;1
01-11-2022;1249I;6
01-12-2022;1249I;0
01-01-2022;2444;0
01-02-2022;2444;0
01-03-2022;2444;5
01-04-2022;2444;2
01-05-2022;2444;0
01-06-2022;2444;2
01-07-2022;2444;0
01-08-2022;2444;0
01-09-2022;2444;2
01-10-2022;2444;4
01-11-2022;2444;1
01-12-2022;2444;3
01-01-2022;4452;0
01-02-2022;4452;0
01-03-2022;4452;1
01-04-2022;4452;0
01-05-2022;4452;0
01-06-2022;4452;0
01-07-2022;4452;0
01-08-2022;4452;0
01-09-2022;4452;1
01-10-2022;4452;2
01-11-2022;4452;1
01-12-2022;4452;0
01-01-2022;B954;4
01-02-2022;B954;0
01-03-2022;B954;6
01-04-2022;B954;0
01-05-2022;B954;4
01-06-2022;B954;1
01-07-2022;B954;0
01-08-2022;B954;0
01-09-2022;B954;0
01-10-2022;B954;0
01-11-2022;B954;9
01-12-2022;B954;0
01-01-2022;B893;4
01-02-2022;B893;9
01-03-2022;B893;9
01-04-2022;B893;0
01-05-2022;B893;8
01-06-2022;B893;3
01-07-2022;B893;4
01-08-2022;B893;1
01-09-2022;B893;2
01-10-2022;B893;0
01-11-2022;B893;0
01-12-2022;B893;3
01-01-2022;B278;0
01-02-2022;B278;1
01-03-2022;B278;4
01-04-2022;B278;6
01-05-2022;B278;4
01-06-2022;B278;0
01-07-2022;B278;0
01-08-2022;B278;1
01-09-2022;B278;0
01-10-2022;B278;0
01-11-2022;B278;0
01-12-2022;B278;1
01-01-2022;B228;0
01-02-2022;B228;0
01-03-2022;B228;0
01-04-2022;B228;1
01-05-2022;B228;0
