FECHA;INDICATIVO;TEMP_20cm
01-01-2022;1387;11.0
01-02-2022;1387;11.3
01-03-2022;1387;12.6
01-04-2022;1387;14.5
01-05-2022;1387;18.6
01-06-2022;1387;21.1
01-07-2022;1387;24.1
01-08-2022;1387;24.2
01-09-2022;1387;21.3
01-10-2022;1387;18.5
01-11-2022;1387;15.1
01-12-2022;1387;12.8
01-01-2022;1428;6.6
01-02-2022;1428;7.3
01-03-2022;1428;8.9
01-04-2022;1428;11.1
01-05-2022;1428;16.6
01-06-2022;1428;18.3
01-07-2022;1428;23.4
01-08-2022;1428;24.4
01-09-2022;1428;19.1
01-10-2022;1428;15.6
01-11-2022;1428;11.2
01-12-2022;1428;8.9
01-01-2022;8178D;0
01-02-2022;8178D;0
01-03-2022;8178D;0
01-04-2022;8178D;0
01-05-2022;8178D;0
01-06-2022;8178D;0
01-07-2022;8178D;32.0
01-08-2022;8178D;0
01-09-2022;8178D;0
01-10-2022;8178D;0
01-11-2022;8178D;0
01-12-2022;8178D;0
01-01-2022;4452;8.2
01-02-2022;4452;10.8
01-03-2022;4452;13.2
01-04-2022;4452;16.2
01-05-2022;4452;24.8
01-06-2022;4452;27.8
01-07-2022;4452;31.8
01-08-2022;4452;31.4
01-09-2022;4452;26.3
01-10-2022;4452;21.6
01-11-2022;4452;14.9
01-12-2022;4452;12.9
01-01-2022;0200E;6.1
01-02-2022;0200E;8.0
01-03-2022;0200E;9.4
01-04-2022;0200E;12.3
01-05-2022;0200E;20.6
01-06-2022;0200E;26.1
01-07-2022;0200E;28.2
01-08-2022;0200E;27.3
01-09-2022;0200E;22.4
01-10-2022;0200E;0
01-11-2022;0200E;13.8
01-12-2022;0200E;10.1
01-01-2022;2331;0
01-02-2022;2331;5.2
01-03-2022;2331;7.9
01-04-2022;2331;11.1
01-05-2022;2331;19.0
01-06-2022;2331;25.3
01-07-2022;2331;29.2
01-08-2022;2331;28.1
01-09-2022;2331;22.8
01-10-2022;2331;17.4
01-11-2022;2331;10.1
01-12-2022;2331;7.8
01-01-2022;3469A;9.0
01-02-2022;3469A;10.9
01-03-2022;3469A;12.4
01-04-2022;3469A;15.0
01-05-2022;3469A;23.7
01-06-2022;3469A;28.2
01-07-2022;3469A;32.9
01-08-2022;3469A;32.9
01-09-2022;3469A;27.4
01-10-2022;3469A;22.3
