FECHA;INDICATIVO;TEMP_sup_30
01-01-2022;1387;0
01-02-2022;1387;0
01-03-2022;1387;0
01-04-2022;1387;0
01-05-2022;1387;0
01-06-2022;1387;0
01-07-2022;1387;4
01-08-2022;1387;0
01-09-2022;1387;0
01-10-2022;1387;0
01-11-2022;1387;0
01-12-2022;1387;0
01-01-2022;1387E;0
01-02-2022;1387E;0
01-03-2022;1387E;0
01-04-2022;1387E;0
01-05-2022;1387E;0
01-06-2022;1387E;0
01-07-2022;1387E;5
01-08-2022;1387E;2
01-09-2022;1387E;1
01-10-2022;1387E;0
01-11-2022;1387E;0
01-12-2022;1387E;0
01-01-2022;1428;0
01-02-2022;1428;0
01-03-2022;1428;0
01-04-2022;1428;0
01-05-2022;1428;1
01-06-2022;1428;0
01-07-2022;1428;11
01-08-2022;1428;10
01-09-2022;1428;0
01-10-2022;1428;0
01-11-2022;1428;0
01-12-2022;1428;0
01-01-2022;8175;0
01-02-2022;8175;0
01-03-2022;8175;0
01-04-2022;8175;0
01-05-2022;8175;10
01-06-2022;8175;27
01-07-2022;8175;31
01-08-2022;8175;30
01-09-2022;8175;15
01-10-2022;8175;1
01-11-2022;8175;0
01-12-2022;8175;0
01-01-2022;8178D;0
01-02-2022;8178D;0
01-03-2022;8178D;0
01-04-2022;8178D;0
01-05-2022;8178D;11
01-06-2022;8178D;25
01-07-2022;8178D;31
01-08-2022;8178D;29
01-09-2022;8178D;14
01-10-2022;8178D;1
01-11-2022;8178D;0
01-12-2022;8178D;0
01-01-2022;8025;0
01-02-2022;8025;0
01-03-2022;8025;0
01-04-2022;8025;0
01-05-2022;8025;4
01-06-2022;8025;15
01-07-2022;8025;30
01-08-2022;8025;31
01-09-2022;8025;18
01-10-2022;8025;2
01-11-2022;8025;0
01-12-2022;8025;0
01-01-2022;8019;0
01-02-2022;8019;0
01-03-2022;8019;0
01-04-2022;8019;0
01-05-2022;8019;5
01-06-2022;8019;17
01-07-2022;8019;31
01-08-2022;8019;31
01-09-2022;8019;18
01-10-2022;8019;1
01-11-2022;8019;0
01-12-2022;8019;0
01-01-2022;6325O;0
01-02-2022;6325O;0
01-03-2022;6325O;0
01-04-2022;6325O;0
01-05-2022;6325O;5
01-06-2022;6325O;10
01-07-2022;6325O;26
01-08-2022;6325O;26
01-09-2022;6325O;9
01-10-2022;6325O;5
01-11-2022;6325O;0
01-12-2022;6325O;0
01-01-2022;9091O;0
01-02-2022;9091O;0
01-03-2022;9091O;0
01-04-2022;9091O;0
01-05-2022;9091O;3
01-06-2022;9091O;8
01-07-2022;9091O;13
01-08-2022;9091O;15
01-09-2022;9091O;6
01-10-2022;9091O;0
01-11-2022;9091O;0
01-12-2022;9091O;0
01-01-2022;1212E;0
01-02-2022;1212E;0
