FECHA;INDICATIVO;TEMP_inf_0
01-01-2022;1387;0
01-02-2022;1387;0
01-03-2022;1387;0
01-04-2022;1387;0
01-05-2022;1387;0
01-06-2022;1387;0
01-07-2022;1387;0
01-08-2022;1387;0
01-09-2022;1387;0
01-10-2022;1387;0
01-11-2022;1387;0
01-12-2022;1387;0
01-01-2022;1387E;10
01-02-2022;1387E;1
01-03-2022;1387E;0
01-04-2022;1387E;1
01-05-2022;1387E;0
01-06-2022;1387E;0
01-07-2022;1387E;0
01-08-2022;1387E;0
01-09-2022;1387E;0
01-10-2022;1387E;0
01-11-2022;1387E;0
01-12-2022;1387E;1
01-01-2022;1428;5
01-02-2022;1428;1
01-03-2022;1428;2
01-04-2022;1428;2
01-05-2022;1428;0
01-06-2022;1428;0
01-07-2022;1428;0
01-08-2022;1428;0
01-09-2022;1428;0
01-10-2022;1428;0
01-11-2022;1428;0
01-12-2022;1428;1
01-01-2022;8175;24
01-02-2022;8175;7
01-03-2022;8175;1
01-04-2022;8175;2
01-05-2022;8175;0
01-06-2022;8175;0
01-07-2022;8175;0
01-08-2022;8175;0
01-09-2022;8175;0
01-10-2022;8175;0
01-11-2022;8175;2
01-12-2022;8175;3
01-01-2022;8178D;18
01-02-2022;8178D;3
01-03-2022;8178D;0
01-04-2022;8178D;2
01-05-2022;8178D;0
01-06-2022;8178D;0
01-07-2022;8178D;0
01-08-2022;8178D;0
01-09-2022;8178D;0
01-10-2022;8178D;0
01-11-2022;8178D;0
01-12-2022;8178D;0
01-01-2022;8025;0
01-02-2022;8025;0
01-03-2022;8025;0
01-04-2022;8025;0
01-05-2022;8025;0
01-06-2022;8025;0
01-07-2022;8025;0
01-08-2022;8025;0
01-09-2022;8025;0
01-10-2022;8025;0
01-11-2022;8025;0
01-12-2022;8025;0
01-01-2022;8019;0
01-02-2022;8019;0
01-03-2022;8019;0
01-04-2022;8019;0
01-05-2022;8019;0
01-06-2022;8019;0
01-07-2022;8019;0
01-08-2022;8019;0
01-09-2022;8019;0
01-10-2022;8019;0
01-11-2022;8019;0
01-12-2022;8019;0
01-01-2022;6325O;0
01-02-2022;6325O;0
01-03-2022;6325O;0
01-04-2022;6325O;0
01-05-2022;6325O;0
01-06-2022;6325O;0
01-07-2022;6325O;0
01-08-2022;6325O;0
01-09-2022;6325O;0
01-10-2022;6325O;0
01-11-2022;6325O;0
01-12-2022;6325O;0
01-01-2022;9091O;21
01-02-2022;9091O;16
01-03-2022;9091O;3
01-04-2022;9091O;5
01-05-2022;9091O;0
01-06-2022;9091O;0
01-07-2022;9091O;0
01-08-2022;9091O;0
01-09-2022;9091O;0
01-10-2022;9091O;0
01-11-2022;9091O;1
01-12-2022;9091O;3
01-01-2022;1212E;0
01-02-2022;1212E;0
